,screen_name,created_at,full_text
329,predgestjarpay,2019-05-26 03:56:34,"RT @jaserrano258: Sooooo... it didn't end like this, huh?
#got #GOTFinale https://t.co/039oOZsdis"
330,pranacabul,2019-05-26 03:46:13,"RT @WLoneliness: #GOTFinale y ahora su guardia ha terminado.
  a n no estoy listo para dejar ir esta serie,ya empiezo a sentir depresi n."
331,AnaTami48226241,2019-05-26 03:46:07,"My Braime feeling.  The last kiss!
@nikolajcw @lovegwendoline @EllenPompeo @PatrickDempsey 

#GOT #GOTFinale #Braime #BrienneOfTarth #JaimeLannister #DerekSheperd #MeredithGrey #GreysAnatomy https://t.co/J5LjYWxJ8c"
332,slutvelowdo,2019-05-26 03:27:42,RT @radardolidV10: Yo cuando ha terminado el cap tulo de #GameOfThrones #GOT8x06 #GOTfinal #GOTFinale https://t.co/q5AxiOTzW8
333,bbrookesuttonn,2019-05-26 03:24:21,RT @TheMessenger93: Brienne was really hurt  #GameOfThonesFinale #GOTFinale https://t.co/6zCrx3V9IW
334,DeLucaass,2019-05-26 03:20:03,"RT @VMags95: Thank you to Jon Snow aka Aegon Targaryen, 6th of his name, true heir to the Iron Throne. United the world to defend it agains "
335,AnaTami48226241,2019-05-26 03:15:14,"Is today the documentary about GOT?

#GameOfThronesFinale #GameOfThrones #GOT #GOTFinale"
336,jessica_m_leal,2019-05-26 03:13:39,"RT @ArmandPatrickd: EVERYONE:*Game of Thrones is the best Tv Show ever. 
SEASON 8:  #GamefThrones #GamesOfThronesFinale #GOTSeasonFinale #G "
337,songbird_zary,2019-05-26 03:11:50,"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago   
#GameofThrones #GameOfThronesFinale "
338,aganlato,2019-05-26 03:06:04,RT @daszeiserl: Only in Westeros is 1453 followed by 1356. #GOTFinale
339,rjcospera,2019-05-26 03:05:01,"RT @harikondabolu: PEOPLE OF COLOR: ""Game of Thrones"" ends tonight. White people will be at their most vulnerable. Tonight is the night we "
340,RyanLJenkins,2019-05-26 03:00:06,"""Alexa, play the sound of diappointment""

*Game of Thrones Theme Plays*

#accurate #GameOfThonesFinale #gameofthrones #GOTFinale #alexaplay #Alexa #disappointed"
341,AlexAlarcon44,2019-05-26 02:58:57,"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago   
#GameofThrones #GameOfThronesFinale "
342,IssaDevv,2019-05-26 02:45:06,"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago   
#GameofThrones #GameOfThronesFinale "
343,claudidididita,2019-05-26 02:44:06,Is there a #GoTFinale support group?  I must attend!
344,mometares,2019-05-26 02:43:06,RT @ktshipp: Well that was f-ing too quick for Dany.... wtf #GOTFinale
345,quecunlisuc,2019-05-26 02:41:09,RT @xandrah_jack: Bran the Broken.. First of His Name   Nawa for #GOTFinale Producers oo
346,luckydidthis,2019-05-26 02:38:25,RT @_shams_ad: High expectations?   #GOTFinale #thefinalepisode https://t.co/xZ6ibf1MCo
347,tinymwriter,2019-05-26 02:38:25,How to cancel HBO or any other premium channel subscription on your Amazon Prime account https://t.co/qooijF2QhE via @businessinsider #GoT #GoTFinale
348,dntcallmeashley,2019-05-26 02:33:52,Rewatching the #GOTFinale ....drogon burning the throne....my one thought: does his breathe smell...? Like what was Jon experiencing at that moment?  
349,Calebtiger_53,2019-05-26 02:32:11,RT @OFuturequeen: Hey #HBO!  Go ahead and kill the #MotherOfDragons.   Her fans were probably your biggest merch purchasers ever.  Enjoy ha 
350,puskun,2019-05-26 02:28:47,"RT @NorbertElekes: Final episode viewership

Breaking Bad:        10.3 million viewers
The Sopranos:       11.9 million
Big Bang Theory:  1 "
351,OFuturequeen,2019-05-26 02:21:50,SEVEN HELLS!!!!! how long is that #Longclaw contest gonna drag out after the finale?     I'm dubious.  #GoTFinale #GoT #GameOfThrones
352,roaconzyfon,2019-05-26 02:19:02,"RT @mohitwrites: #got has gone bad, #lastepisode is boring! #GOTFinale #disappointed"
353,InteligentBeast,2019-05-26 02:15:31,"So my thoughts on the @GameOfThrones #GOTFinale are simple. 

I thought it felt perhaps rushed, but it made sense. Perhaps the biggest twist was that the show did exactly what it said it was going to do almost since season one."
354,Athina578,2019-05-26 02:12:07,RT @ilovexp: We have to accept the fact #GOTFinale #game_of_thrones #GOT #TheFinalEpisode https://t.co/LotjxTqwOk
355,OFuturequeen,2019-05-26 02:11:50,RT @OFuturequeen: Calling all Daeneri! (That's plural.) Did anyone figure out what the ring in the season finale looked like?   Was it this 
356,JustineJeanett2,2019-05-26 02:07:55,"RT @bloodmoon_hbo: For those who did not like the end of GOT, know that GRRM posted on his blog that THE WINDS OF WINTER will be finished, "
357,planetscifi,2019-05-26 02:06:55,"RT @AHaglington: #GameOfThrones  
#TheFinalEpisode  
#GOTFinale #GOT 
Thoroughly enjoyed watching this amazing #TV #series from start to fi "
358,EsportsBeam,2019-05-26 02:06:15,"Sunday waiting for #GOT Season 9 to come on

#GOTFinale #GOTSeasonFinale #media #Esports #finale #GamesOfThrones https://t.co/MNgmtsQu5C"
359,MakimyMakeup,2019-05-26 02:04:57,RT @Waltrius: J'ai quand m me h te de voir la saison 9. #GoT #GOTFinale
360,49erJojo,2019-05-26 02:04:12,"This is how Game Of Thrones SHOULD HAVE ENED  
I was also hoping the Night King would ve made it to Kings Landing just like the video describes. A bigger battle. @emiliaclarke @SophieT @Maisie_Williams #kitharrington #GOT #GOTFinale 
https://t.co/n9oMmvFtta"
361,tersriderra,2019-05-26 02:01:34,"RT @Nadir_BOSH: #GOTFinale
The writers did not kill him, nor rewarded him. They simply put him back to zero. https://t.co/9gwllM3r3K"
362,rosemarypena15,2019-05-26 01:58:17,After the turmoil that was the end of Game of Thrones #GOTFinale I found Pose and it s great #pose #poseoff
363,jadontheobscure,2019-05-26 01:54:30,Seems people complain the #GOTFinale not having democracy. Don't you have to be greeted as liberators for that to happen this millennium?
364,Leandersonsimas,2019-05-26 01:51:21,"Triste saber que se apertar F5 no teclado do notebook para atualizar a p gina no navegador amanh   s 22:01H, n o vai ter um novo epis dio de #GameOfThrones. #GOT @GameOfThrones #GOTFinale           "
365,Kyle_Coghlan,2019-05-26 01:50:17," Sound on   

Sometimes I dabble in music. Made this Game of Thrones theme song hip hop / rap style remix on my keyboard with drums. 

#GameofThrones #got #GOTFinale #music #remix #beats #musicproduction #hiphop https://t.co/mthtOdesr6"
366,MakimyMakeup,2019-05-26 01:48:55,Je ne m'en remets pas #GOTFinale
367,trustonailende,2019-05-26 01:42:43,"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago   
#GameofThrones #GameOfThronesFinale "
368,OFuturequeen,2019-05-26 01:39:57,"Just heard wildest theory yet.  #Daenerys was tortured with bells as a child.  

#DaenarysTargaryen #GoT #GameOfThrones #GoTFinale #FuckedUpFanTheories https://t.co/W8nG1cFzvN"
369,chicken_on,2019-05-26 01:35:33,"! Spoiler !
Traum meiner Frau: Sie f hrt mit Jon Schnee in ein Motel und hat Sex mit ihm. Auf die 2. Runde hat er aber keine Lust und nach ewigem anbetteln sticht er sie ab.
Meine Frau verarbeitet das Finale wohl auf ihre Weise...  
#GOTFinale"
370,HQGameOfThrones,2019-05-26 01:30:22,"RT @JamilaP: After all of this, after 10 years, y all really aren t going to give us an  After the Thrones  breakdown? #afterthethrones #Go "
371,EileenAnglinVO,2019-05-26 01:28:22,"RT @OFuturequeen: #DWOM Dragons Without Mothers.  If you think a Targaryen alone in the world is a terrible thing, wait until you meet a dr "
372,RDub2,2019-05-26 01:27:30,@mainframed767 This beat the #GOTFinale by at least 50 years.
373,PhillipTM20,2019-05-26 01:24:40,"Ainda n o consegui superar aquela bosta de  ltima temporada de Game of Thrones. Eles destru ram a Daenerys, n o s  ela mas tudo estava ruim.
#GameOfThronesFinale #GamefThrones #GOTFinale #GoT8 #Daenerys #DaenerysTargaryen #DaenarysTargaryen #AryaStark #Arya"
374,James69803721,2019-05-26 01:23:15,Holy fuck I didn't see that coming!! #GOTFinale #wtf
375,KayandraJT,2019-05-26 01:21:43,"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago   
#GameofThrones #GameOfThronesFinale "
376,KhismaeelAs,2019-05-26 01:19:38,"RT @NuLL3rr0r: After watching that finale

#GOT
#GOTFinale
#GOT8
#GOTS8E6
#GOT8x06
#   _  _     
#    https://t.co/8jKNOrIFY7"
377,TarmoKat,2019-05-26 01:18:27,RT @cspranklerun: Would have made a way better ending. #GOTFinale https://t.co/ddeeKqjAZ4
378,Evindj,2019-05-26 01:06:03,"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago   
#GameofThrones #GameOfThronesFinale "
379,i_sliders,2019-05-26 01:04:50,RT @Blink_Drive: Six second in and this is already better than the #GOTfinale #SlidersRewatch
380,slidersfanblog,2019-05-26 01:04:04,RT @Blink_Drive: Six second in and this is already better than the #GOTfinale #SlidersRewatch
381,AureliaEdh,2019-05-26 01:01:31,RT @cspranklerun: #GOTFinale https://t.co/8j2yDeFMei
382,Blink_Drive,2019-05-26 01:01:14,Six second in and this is already better than the #GOTfinale #SlidersRewatch
383,asemota,2019-05-26 01:00:22,"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago   
#GameofThrones #GameOfThronesFinale "
384,OFuturequeen,2019-05-26 00:59:16,Hey #HBO!  Go ahead and kill the #MotherOfDragons.   Her fans were probably your biggest merch purchasers ever.  Enjoy hawking those 10 year old Pops like you do those #SATC martini glasses.  #NewOldStock  #GOTFinale #GoT #TeamDaenerys #Daenerys https://t.co/PRQUXhWnZU
385,mogastgalu,2019-05-26 00:57:05,RT @Splooshypooh: OMFG! Everyone who ever touched the iron throne died! #GOTFinale
386,H_Biggle,2019-05-26 00:52:45,"Kolem t et  rann  hodiny si v dy p ipad m hodn  melancholicky. P edstavuju si v t inou v ci, kter  nebudou. A jsou to ho kosladk  p edstavy. Na rozd l od #GOTFinale"
387,Americatailwind,2019-05-26 00:52:31,"RT @EsportsBeam: Sunday reaction when you come to realize that GOT has ended...

#GOT7 #GameOfThronesFinale #GOTFinale #HBOGO #Trending #Su "
388,juliaardon,2019-05-26 00:52:06,"RT @sancarlena77: Solo un dato: la cantidad estimada de espectadores de Game Of Thrones es de 30 millones, lo que significa un 0,41% de la "
389,larryde843,2019-05-26 00:50:48,"RT @UpUpDwnDwn: .@WWERollins, @TrueKofi, @WWECesaro, and @XavierWoodsPhD sat down together after #MITB to discuss the EPIC final episode of "
390,JonesyWales1,2019-05-26 00:48:44,RT @TheAliaJanine: Everyone s bitching about seeing a water bottle in the #GOTFinale while Flint STILL doesn t have clean drinking water an 
391,EsportsBeam,2019-05-26 00:46:54,"Sunday reaction when you come to realize that GOT has ended...

#GOT7 #GameOfThronesFinale #GOTFinale #HBOGO #Trending #SundayMorning https://t.co/8bRjJVaf0K"
392,see_want_buy,2019-05-26 00:45:39,Win Over $500 of Beauty &amp; Makeup Prizes including the entire Game of Thrones x Urban Decay collection! https://t.co/qWS8aDKF3V #GoT #GameofThrones #GameofThronesFinale #GoTFinale #giveaway
393,agusave1,2019-05-26 00:44:55,"RT @NorbertElekes: Final episode viewership

Breaking Bad:        10.3 million viewers
The Sopranos:       11.9 million
Big Bang Theory:  1 "
394,OFuturequeen,2019-05-26 00:42:25,"This is amazing.  Bet her husband will change his tune now that they are famous.  

#yougogirl #GoT #GOTFinale #GameOfThrones 

#Airbnb that place!

A Woman's home is her castle! https://t.co/RELdOabzEk"
395,NancydeMontcla1,2019-05-26 00:42:17,"Gente, agora que estou percebendo, aquele garoto sentado com os demais l deres   aquele que mamava nas tetas da m e? Kkkk esse povo cresce e o nariz cresce junto! hahahah

#GOTFinale"
396,stevemackidd,2019-05-26 00:16:11,"RT @Funhousefilms: Game of Thrones: The Musical *watch with sound*

*click to see full video* https://t.co/aN8AsDdVJu
*click to subscribe* "
397,Funhousefilms,2019-05-26 00:15:51,"RT @Funhousefilms: Game of Thrones: The Musical *watch with sound*

*click to see full video* https://t.co/aN8AsDdVJu
*click to subscribe* "
398,arianamarvelfan,2019-05-26 00:10:58,"RT @WardenoftheNJAC: @GameOfThrones @NoLimitTB_4 Lazy writing at its worst. #Seinfeld once held the crown for shitties season finale, but u "
399,ShannonFlatch14,2019-05-26 00:10:23,RT @RedRabbit515: What the hell did we wait all this time for?!?! #GameOfThronesFinale #forthethrone @hbo  #demthrones @GameOfThrones  Noth 
400,062kl_edu,2019-05-26 00:04:00,"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago   
#GameofThrones #GameOfThronesFinale "
401,ScribblePug,2019-05-26 00:00:39,RT @KOlusola: Guess we should celebrate the final episode of @GameOfThrones together..... #Dracarys #youknownothingjonsnow #WinterIsComing 
402,thatbrass,2019-05-25 23:59:19,"I'm not going to share my opinion on how #GameOfThrones ended. Let's just say I'm waiting to hear that @GRRMspeaking sent D&amp;D a letter saying that they ""did not fully capture the context, nature, and substance  of his story. #GOTFinale #ASOIAF"
403,ARFE280,2019-05-25 23:54:26,                             #GOTFinale
404,11tigerlewis11,2019-05-25 23:51:30,If you were disappointed with the quality of the final season of Game of Thrones the joke is on you you band wagon hoppers; that was a trick to put you fake fantasy lovers and want to be nerds back in line. You re free now to go do whatever non-true-nerds do.  Shoo #GOTFinale
405,KodaiYoung,2019-05-25 23:51:28,"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago   
#GameofThrones #GameOfThronesFinale "
406,fondescsoha,2019-05-25 23:49:28,"RT @AHKa: Esperando GOT 
Prevendo s ndrome de abstin ncia #GameOfThronesFinale #GOTFinale #GameOfThrones"
407,Mizfitzsportra1,2019-05-25 23:48:10,EP 32 is available for your viewing pleasure. https://t.co/jLxYhNSKRY   #BlackOwnBusiness #NBAPlayoffs #MLB #GOTFinale #NorthCarolina https://t.co/edFTXosfAM
408,RoniLynneAuthor,2019-05-25 23:42:49,"RT @Black_Daria1: After all of these years of perfectly pronouncing names like Tyrion, Danerys, Missandei, Dothraki, Khaleesi, etc. people "
409,OFuturequeen,2019-05-25 23:41:08,"As for me and my house, I would have been happy with almost any of the remaining woman in Westeros ruling.  Almost. #EvenCersei. #GoT #GaneOfThrones #GoTFinale"
410,machh00,2019-05-25 23:38:55,RT @thenewredplaid: ...  absolutely and why not? He really is funny. #GOTFinale #KingEdmure #JackOfAllGenres https://t.co/2LoEhg4gVf
411,msallam88,2019-05-25 23:36:53,RT @analisabalares: Loved #GoT but wishing the patriarchy burned down with Kings Landing. They did you wrong @Daenerys  @ShondaRhimes shoul 
412,AlexVachon14,2019-05-25 23:30:55,"RT @marchmadness: Who sits on the college basketball throne?

#GOTFinale
#GameOfThronesFinale 
#GameOfThrones https://t.co/3bjTYHWmKl"
413,Calebtiger_53,2019-05-25 23:26:50,"RT @OFuturequeen: Now that I think about it.
Sporanos Finale Sucked.
TrueBlood Finale Sucked.
#GoTFinale  "
414,Elle_Byn,2019-05-25 23:26:27,"First weekend without GOT but then again it only lasted 6 Sundays  
#GOTFinale"
415,purds67,2019-05-25 23:25:16,"RT @n_ths_economy: as easy as it is to hate on the writers and directors of Game of Thrones,, this was a bold choice and will go down as an "
416,agus_swe,2019-05-25 23:22:13,@Thrones_Memes Jon Snow tendr a que haber sido ejecutado #lodije vengan de a uno.. jajajajajjaja #GOTFinale #GOTS8E6 #GOT8 #GOT
417,SenyorTuitstar,2019-05-25 23:11:00,Ni #GoTFinale ho va aconseguir https://t.co/gItqhBKHY1
418,drunguehoumi,2019-05-25 23:09:23,RT @realpambeesly: Sansa really just said  ima let you finish but  #GOTFinale
419,Tapha_nth,2019-05-25 23:02:58,"RT @Rayez_: C'est  a qu'on m ritait, c'est  a qu'on fucking m ritait  
#GoTFinale https://t.co/RwO0yhwzAT"
420,Beatroxy,2019-05-25 23:02:49,"RT @DIMAYAPA: Mi  nico Rey, por siempre    #aegontargaryen 
#GOTFinale https://t.co/wJQihozm7E"
421,ness_panola,2019-05-25 22:59:36,"Les gens avec leurs th ories sur #got vous vous faites du mal   vous mm et   nous aussi les gens qui essaient tant bien que mal de se remettre de la fin de la s rie , donc merci d arr ter! C est fini, fini il n y aura pas de #Daenerys ressuscit e ou autre donc stop ! #GOTFinale"
422,phumbyy,2019-05-25 22:54:50,RT @sCaezar: Drawing of the Tyrion Lannister #GameOfThrones #GOTFinale #GameOfThronesFinale #GOT https://t.co/sZaykI7QNi
423,cenmahoodta,2019-05-25 22:51:49,"RT @nanomalye: Fuck Game of Thrones and its misogynistic, sexist, piece of shit writers. #TheFinalEpisode #GOTFinale #GameOfThornes"
424,BethieRocksHard,2019-05-25 22:51:36,@BobRuffTruth Thank you for your GoT take! Drogon knew the throne would consume whoever pursued it and that no human could destroy it so he roasted that bitch. I loved watching it melt! That scene was on par with the wall falling. #GoTfinale
425,DileepDahiya,2019-05-25 22:48:26,"RT @nidhidahiya13: Guessed it right. But a terrible guess to be really true. 
Well it is what it is. 
#GameOfThronesFinale #GOTFinale #GOT  "
426,_iinees_,2019-05-25 22:44:01,"RT @Rayez_: C'est  a qu'on m ritait, c'est  a qu'on fucking m ritait  
#GoTFinale https://t.co/RwO0yhwzAT"
427,samantha_devitt,2019-05-25 22:38:52,"RT @UpUpDwnDwn: .@WWERollins, @TrueKofi, @WWECesaro, and @XavierWoodsPhD sat down together after #MITB to discuss the EPIC final episode of "
428,hizarofficial1,2019-05-25 22:38:39,RT @KOlusola: Guess we should celebrate the final episode of @GameOfThrones together..... #Dracarys #youknownothingjonsnow #WinterIsComing 
429,sabelblodgett,2019-05-25 22:30:34,RT @GaryFVanucci: Not as satisfying an end as I'd hoped but still pretty good. As usual will need to watch a few more times before really d 
430,anecsfreire,2019-05-25 22:28:43,"Amanh    o primeiro domingo sem GoT pra sempre...
Deu tristeza.
#GameOfThrones #GOTFinale #GameOfThonesFinale"
431,tina_gorenc,2019-05-25 22:27:26,"Totalno navdusujoc konec GOT! Razen, ce sem imela zelo nizka pricakovanja, ker so vsi tolk depresivni okrog tega. #GOTFinale"
432,dolores_beauty,2019-05-25 22:27:24,"Entre el #GOTFinale y la final de la  #CopadelRey algunas estamos hundidas.
Menuda semanita xd  https://t.co/tZkxQK48TM"
433,susannavesna,2019-05-25 22:25:52,"Uff, Ethan @h3h3productions has opened up wounds which i been trying 2 heal the past week! Fuck #BenioffAndWeiss     
Ethan Klein On #GameofThrones @GameOfThrones Finale https://t.co/ulzghGLHUv #GoT #GOTFinale"
434,JFAL1962,2019-05-25 22:23:00,"@WWLTV Until now, I thought #ANGELINA was the unstable member of the family....this is starting to look like #GOTFinale ....#MADking..... https://t.co/tkVfrqFYRW"
435,G_Gamer86,2019-05-25 22:18:27,"RT @IronThroneMemes: Drogon really destroyed the Iron Throne because Bran can t sit on it...

#GameofThronesFinale #GameofThrones #GOT #GOT "
436,nembotavy_0101,2019-05-25 22:18:04,"RT @joshaitken: Never watched an episode, but for a show with a history of so few women writers or directors it s as unsurprising as [inser "
437,valois13,2019-05-25 22:16:24,RT @lisarinna: Mother of Dragons. #GOTFinale https://t.co/bVpLo57lO8
438,butterygoods,2019-05-25 22:14:39,RT @allontheboard: To celebrate the #GameOfThronesFinale we have changed some station names to a #GameOfThrones theme. @allontheboard @Game 
439,joshaitken,2019-05-25 22:13:59,"Never watched an episode, but for a show with a history of so few women writers or directors it s as unsurprising as [insert dragon incest Jon Snow joke here] #GameOfThrones #GOTFinale https://t.co/mXs67CPFdW"
440,Lovaah_,2019-05-25 22:11:38,"RT @Flowkon: Le recruteur : pensez vous avoir les comp tences pour ce poste ?

Moi : 
#GOTS8E6 #GameofThrones #GameOfThonesFinale #GOTFinal "
441,sancarlena77,2019-05-25 22:09:23,"Solo un dato: la cantidad estimada de espectadores de Game Of Thrones es de 30 millones, lo que significa un 0,41% de la poblaci n mundial, es decir, m s del 99% de las personas no la han visto. De nada. #GOT #GOTFinale https://t.co/NIYxnVj1lA"
442,cspranklerun,2019-05-25 22:08:13,Would have made a way better ending. #GOTFinale https://t.co/ddeeKqjAZ4
443,kabdr17,2019-05-25 22:05:25,"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago   
#GameofThrones #GameOfThronesFinale "
444,FevereiroEmilie,2019-05-25 22:01:47,"RT @Rayez_: C'est  a qu'on m ritait, c'est  a qu'on fucking m ritait  
#GoTFinale https://t.co/RwO0yhwzAT"
445,Bellokingkhan,2019-05-25 22:00:22,RT @DabbooRatnani: #Epic @GameOfThrones This Shot is So Savage from #GamesOfThronesFinale @emiliaclarke @ManishaDRatnani #Motherofdragons # 
446,maanpkk,2019-05-25 22:00:00,"What's the point of so many titles when in the end she is dead? Daenerys deserved better ending.

#GameOfThronesFinale #GOTFinale #GameOfThrones"
447,AlexisG02250538,2019-05-25 21:57:04,"Proof of how far off course season 8 veered by the time the #GOTFinale aired: my 4 year old calls it 'King of Crystals' and likes it because it's ""kinda little kiddy""  "
448,DinobiboT,2019-05-25 21:54:09,"RT @Ani_catmommy: Hmm..... Also..... Ich wei  nicht..... Was soll ich den davon halten?......                 

#GOTFinale

Ich schlaf mal "
449,esanducda,2019-05-25 21:45:15,RT @staymidnight: Whatever happens in Game of Thrones #GOTFinale Jon Snow is and always will be the rightful heir to the throne. #GameOfThr 
450,suhamahakhan,2019-05-25 21:43:40,"No wonder we're so disappointed.

#GOTFinale #GameOfThrones https://t.co/n58vw1itCO"
451,iam_sidrah,2019-05-25 21:41:15,Well after watching #GOTFinale I CAN NOT recommend anyone to watch all the seasons. #Disappointment
452,cacatheavocados,2019-05-25 21:39:47,RT @BrittanyBarela: Here you go. JON FINALLY PET GHOST. At least I know we re all happy about that. #GameOfThornes #GOTFinale https://t.co/ 
453,cacatheavocados,2019-05-25 21:39:40,RT @Reem_h222: One of the most heartbreaking moments   #GOTFinale #GameOfThornes #GameOfThonesFinale https://t.co/R0OFqcYhxg
454,fannywooorld,2019-05-25 21:37:53,"L'avenir qu'Arya s'est choisi tient la route: s rieusement, qui la verrait se marier et avoir des enfants avec Gendry ou un autre? Le sc nario tient la route.
Il y a juste quelques facilt s pour Bran, mais  a ne g che pas ma satisfaction du sort des Stark.   #GOTFinale"
455,cacatheavocados,2019-05-25 21:37:33,RT @jeffjakson634: Shoutout to the person who saved the world #GOTFinale #GameOfThornes @GameOfThrones https://t.co/NB9j7PPvkf
456,BobCarverTC,2019-05-25 21:36:01,The Funniest Tweets about the Game of Thrones Finale https://t.co/mBNWGNejFB #GOTFinale #FunnyTweets https://t.co/pNWThwQlon
457,fannywooorld,2019-05-25 21:35:56,"L'ascension des Stark ne s'est pas fait sans peine, sans pertes et sans douleur... Sansa a toujours fait passer le bien  tre des siens et du Nord avant toute chose. Elle m rite ce final. Idem pour Jon, qui m ritait de retrouver sa v ritable place. #GOTFinale"
458,fannywooorld,2019-05-25 21:34:39,"Cependant, je ne suis pas d'accord avec les nombreux tweets disant que Dany n'a pas eu de ""happy end"" parce qu'elle n' tait pas une Stark! Elle n'a pas eu de ""happy end"", parce que Jon a fait ce qu'il pensait juste pour les 7 Royaumes, les innocents et sa famille. #GOTFinale"
459,OFuturequeen,2019-05-25 21:34:38,"#Herstory #femaleempowerment 

The below quote is one of many gems in this interesting article:

""the line between saint and witch is a tricky one to distinguish"" 

The struggle is not new ladies!  It is an ever approaching wave!

#GOT #GoTFinale #GameOfThrones #TeamDaenerys https://t.co/so4TYS6UEH"
460,JumiLagos,2019-05-25 21:27:23,"RT @WastiSaman: That would be Iconic  
Father of Dragon?  #GOTFinale https://t.co/Vlvn68Yf6P"
461,lizzyb9521,2019-05-25 21:23:29,@Thrones_Memes Thank you &amp; bravo Peter Dinklage!!! I looked forward to each episode because of ur brilliant acting!! #GOTFinale #GameofThrones https://t.co/8I118xZxVX
462,OFuturequeen,2019-05-25 21:15:58,"Now that I think about it.
Sporanos Finale Sucked.
TrueBlood Finale Sucked.
#GoTFinale  "
463,iklukic,2019-05-25 21:15:27,"RT @NorbertElekes: Final episode viewership

Breaking Bad:        10.3 million viewers
The Sopranos:       11.9 million
Big Bang Theory:  1 "
464,mEenahmeedey,2019-05-25 21:14:01,"Will there be ""return of GOT"" or something??  Cos Jon snow can't just end up like that especially with nothing...  #GOT #GOTfinal #GOTS8e6 #GOTSeasonFinale #gotfinale"
465,aturcluton,2019-05-25 21:12:51,"RT @maticape94: La mayor bazofia entre las bazofias
#GOTFinale https://t.co/cJqbzxK9FO"
466,Rayez_,2019-05-25 21:11:22,"RT @Rayez_: C'est  a qu'on m ritait, c'est  a qu'on fucking m ritait  
#GoTFinale https://t.co/RwO0yhwzAT"
467,RodriCalpe,2019-05-25 21:08:15,Que le dir as a un fan de #JuegoDeTronos y del  @FCBarcelona_es ? #FinalCopa #GOTFinale
468,lanisigh,2019-05-25 21:06:39,"RT @4oceanBracelets: ""It's just 1 water bottle,"" said Grand Maester Samwell Tarley
#4ocean #GOTFinale #GameOfThrones https://t.co/a5cVeHcZRM"
469,gebooterfee,2019-05-25 20:59:33,RT @ferminlagoria: Le cagaron la democracia a Sam #GOTFinale
470,tvhsixx,2019-05-25 20:57:16,RT @victorriahart: the #GOTFinale I pretended I watched bc they really did Jon like that (1/3) https://t.co/Y4DzcTaK6n
471,starkofasgard,2019-05-25 20:49:48,"Hahahaha    
#got #GOTFinale @Thrones_Memes #GameOfThronesFinale https://t.co/hmzNc7kk6h"
472,tvhsixx,2019-05-25 20:48:11,"RT @anusiriwardane: Secnds from each episode...  
The greatest series ever saw
#GameofThrones
#GameOfThonesFinale #GoT #GOTFinale https://t "
473,AishwaryaShiva,2019-05-25 20:44:18,"RT @btcbitcoinnews: When you don't know how to play the game 

#GameOfThrones
#GameOfThronesFinale
#GOTS08E03
#GOTfinale
@GameOfThrones

ht "
474,btcbitcoinnews,2019-05-25 20:41:33,"When you don't know how to play the game 

#GameOfThrones
#GameOfThronesFinale
#GOTS08E03
#GOTfinale
@GameOfThrones

https://t.co/XrHw6FBQot https://t.co/iJZqzZr22n"
475,Carp_The_Frank,2019-05-25 20:41:31,RT @Annamarie2426: What I really thought Brienne was going to write.. #GOTFinale #GOT https://t.co/OzZmjBDv1h
476,NotMyJob6,2019-05-25 20:41:19,RT @SheaUdders: Sansa said I m not going to have no joint account with all y all.  #DemThrones #ThronesYall #GOTFinale https://t.co/6gsrIgW 
477,Ani_catmommy,2019-05-25 20:40:20,"Hmm..... Also..... Ich wei  nicht..... Was soll ich den davon halten?......                 

#GOTFinale

Ich schlaf mal ne Nacht dr ber.

Morgen um 7:30 los. 8 Uhr ist treff 9 Uhr Ansto . Bin gespannt wie es wird
#letztesfussballspiel #saisonende"
478,AriadnaChistya,2019-05-25 20:37:01,"RT @WHALES_org: #GameOfThrones star Bronn, Master of Coin has a message for you!

No spoilers for #GOTFinale   

More about the #belugasanc "
479,NotMyJob6,2019-05-25 20:35:49,"RT @Black_Daria1: After all of these years of perfectly pronouncing names like Tyrion, Danerys, Missandei, Dothraki, Khaleesi, etc. people "
480,Remanah8,2019-05-25 20:34:21,"RT @GOTseasonfinale: A moment of silence. 

#gameofthrones #GOTfinale https://t.co/fKUbdkjUki"
481,OFuturequeen,2019-05-25 20:33:56,"Calling all Daeneri! (That's plural.) Did anyone figure out what the ring in the season finale looked like?   Was it this one again or something new? 

#TeamDaenerys #DaenerysTargaryen  #Daenerys #Drogon #DWOM #GoT #GameOfThrones #GoTFinale https://t.co/mZaPQJ68WY"
482,Remanah8,2019-05-25 20:33:55,"RT @cuntsson: I m just gonna- bring this back. #GOTFinale #GOT. 

 https://t.co/T2vXQRBcNt"
