,screen_name,created_at,full_text
646,FerWiniTo,2019-05-25 15:16:55,"#GOTFinale #Juegodetronos #GOT #GameofThrones #JuegodeTronosfinal Si me ha gustado el desenlace de esta fant stica serie, cada uno est  donde tiene que estar, lo unico que el #wyvern deber a de estar con #Jhonnieve en el Norte y con Lucifer #DaenerysTargaryen  Falta un Especial"
647,vitormachado44,2019-05-25 15:06:01,"Acabei de ver o final de GoT. Foi bem melhor do que eu esperava.

Do jeito que as pessoas estavam falando, achei que seria bem pior! Conseguirem ""explicar"" razoavelmente algumas decis es.

Mas com certeza foi bem decepcionante!

#GOTFinale #GOT #GoT8"
648,HOTANDCOOLVIDE1,2019-05-25 15:03:27,"George RR Martin throw shade at Davin and Dan
#GameofThronesseason8episode3 
#GOTFinale 
#gameofthrones
#GameOfThronesFinale 
Full video YouTube 
https://t.co/e8zTNJKdBu https://t.co/AmMuzkiBpW"
649,kanegop,2019-05-25 15:01:51,RT @allenskillicorn: Today is a great day to stop #IL s #StreamingTax #NetFlixTax #Greed #MondayMotivation #Mondaymorning #twill #GOTFinale 
650,NewIndianXpress,2019-05-25 15:00:07,"RT @XpressCinema: #GoT star #EmiliaClarke says she was impressed with the script of #FiftyShadesOfGrey when it was pitched to her, but she "
651,crisp_ones,2019-05-25 14:58:29,@indi_foxx You gotta tag spoiler content #GOTFinale
652,Steampunkdwellr,2019-05-25 14:54:18,RT @cspranklerun: #GOTFinale https://t.co/8j2yDeFMei
653,RicciDave,2019-05-25 14:53:17,@jowrotethis Hodor and Groot wrote the final season of #got#gotfinale
654,skizbe67,2019-05-25 14:49:28,"RT @Flowkon: Le recruteur : pensez vous avoir les comp tences pour ce poste ?

Moi : 
#GOTS8E6 #GameofThrones #GameOfThonesFinale #GOTFinal "
655,KamalPasha733,2019-05-25 14:49:21,"#Fiverr #Plated #Infinity #Chain #Bracelet #BritHour #ShopNow #shopping #jewelry #ATLondonUk #UKhashtags #FlockBN #fashion #FBNPromo #Sale #Uksopro #UKSmallBiz #SmallBusiness #giftideas #UkBizHour #Sociallondon #ATSocial #Bangladesh  #GOTFinale

https://t.co/OPP6pf30gT"
656,KCGreen17,2019-05-25 14:40:18,RT @WomenintheWorld: Sen. Elizabeth Warren and Rep. Alexandria Ocasio-Cortez aren't impressed with that Game of Thrones ending: https://t.c 
657,lovelymadafaka,2019-05-25 14:39:24,RT @Annamarie2426: What I really thought Brienne was going to write.. #GOTFinale #GOT https://t.co/OzZmjBDv1h
658,KevinG90s,2019-05-25 14:38:16,@filmartbox @Cinemartistry Everyone talks about #GOT and #GOTFinale but no series will ever have a better character than Walter White ... no series will ever be like #BreakingBad https://t.co/yUkP70oIEU
659,bitecarti,2019-05-25 14:30:16,RT @Juanmamendez_7: #GOTFinale decepci n.
660,AmnaLeigh,2019-05-25 14:29:57,"RT @Soesic_Clothing: Meme of the day (ok, evening for most)
-
#meme #memeoftheday #drunkmemes #drunkmeme #memes #gameofthrones #got #gotfin "
661,coshobackfar,2019-05-25 14:27:28,RT @jake_saucedo: I d rather him have gotten killed by the dragon than end up on that god damn fucking wall! #GOTFinale
662,backcartheser,2019-05-25 14:24:53,"RT @mgonzalez_: Si no quedaste conforme con el final de la serie, no la entendiste nunca #GOTFINALE"
663,foreverfoxlove,2019-05-25 14:23:07,"RT @WHALES_org: #GameOfThrones star Bronn, Master of Coin has a message for you!

No spoilers for #GOTFinale   

More about the #belugasanc "
664,girlsinblack_,2019-05-25 14:12:29,RT @aishahahalmao: Game of Thrones started with the Starks being betrayed and used. But in the end they won and how beautifully did they wi 
665,freeddersfulse1,2019-05-25 14:07:42,RT @WWEColspur: Don t think I m ever getting the time back I ve wasted watching #GOTFinale  
666,ULTBookManiac,2019-05-25 14:06:04,"#gameoftthrones 8x06 Breakdown Part 1 - The Starks

Did you notice these details? Do you think West of Westeros is a dangerous place? Why have there been no record of it?

#gameofthrones8 #got8 #got #gots08e06 #gotfinale #UBM #ForTheThrone

https://t.co/xjo019eYCw"
667,FunkyFiq,2019-05-25 14:05:26,"Shit i still pissed about #gotfinale 
#jonsnowdeservebetter"
668,WomenintheWorld,2019-05-25 14:04:00,"Sen. Elizabeth Warren and Rep. Alexandria Ocasio-Cortez aren't impressed with that Game of Thrones ending: https://t.co/F31HXjQmQT

#GOTFinale https://t.co/BNLCxWfSuJ"
669,XpressCinema,2019-05-25 13:59:07,"#GoT star #EmiliaClarke says she was impressed with the script of #FiftyShadesOfGrey when it was pitched to her, but she eventually declined the project because she did not want to be stereotyped.

#GameOfThrones #DaenarysTargaryen #GoTS8 #GoTFinale 

https://t.co/eZ2KiI0SQe"
670,sarahhassan69,2019-05-25 13:58:18,"RT @RccShashank: Whatever your thoughts are on this final season, there is one thing which is certain. Peter Dinklage has been amazing play "
671,DisgustedOkie,2019-05-25 13:54:55,RT @Ukfunclub: when u didn't contribute to group project and still got an A  #GoT  #GOTFinale https://t.co/SKoBJk7pNQ
672,OutbackPub_net,2019-05-25 13:53:35,"RT @CryptoCult_ure: ready? Go! Check out #kufu19 @#biedenkopf
Interessante #workshop comming soon; Stay tuned!
https://t.co/xE6lgQX1sx #Str "
673,razzledazzler88,2019-05-25 13:41:56,"RT @WHALES_org: #GameOfThrones star Bronn, Master of Coin has a message for you!

No spoilers for #GOTFinale   

More about the #belugasanc "
674,ImRightYoureaD1,2019-05-25 13:40:00,"RT @DanCrenshawTX: Given the big #GOTFinale today, I want to give a shout out to my first binge-watch TV series, Lost.

Question to Lost fa "
675,Carla60963841,2019-05-25 13:36:24,"RT @GraceRandolph: #GameOfThrones #GOTFinale REVIEW - D&amp;D didn't break the wheel, they reinforced it... and   #Tyrion https://t.co/dPRhQ1RS "
676,laraestar,2019-05-25 13:36:10,"This     
@theh3podcast #GOT #GOTFinale
https://t.co/lib7xrI24W"
677,SouravBRoy,2019-05-25 13:33:08,"@ThronesUpdate when #tywinlannister says the #GoTS8 was shit YOU BETTER LISTEN ! 
@HBO @bloodmoonposts #GameOfThrones #GameofThronesfinale #GOT #GOTfinale #RemakeThe8 #HBO #TheLastWatch"
678,FraSheezus,2019-05-25 13:31:35,"RT @gagathetic: L unica vera regina: 
Daenerys Targaryen  

#GameOfThronesFinale
#GOTFinale https://t.co/E1221MpjsI"
679,farfesh_hhh,2019-05-25 13:26:19,"RT @farfesh_hhh: https://t.co/JolpE1ZWMM   
#OPPO60xZoom #GameOfThrones  #GOTFinale"
680,dejoreti,2019-05-25 13:25:34,"RT @OddVark45: #GameOfThonesFinale
#GOTFinale 
#GameOfThrones https://t.co/EuchHAthO4"
681,theromochik,2019-05-25 13:23:15,RT @vitorfoxFR: I didn t care about who would end up on the iron throne...I didn t care about Jon or Danny...All I wished for was an exciti 
682,everett_brogen,2019-05-25 13:17:48,RT @cspranklerun: #GOTFinale https://t.co/8j2yDeFMei
683,Goldbug40,2019-05-25 13:08:56,"RT @WHALES_org: #GameOfThrones star Bronn, Master of Coin has a message for you!

No spoilers for #GOTFinale   

More about the #belugasanc "
684,proodticrafidd,2019-05-25 13:06:55,"RT @petrovic1979: Cayo Daenerys con dragon, imaculados, dotrakysz y toda esa vaina... Y aqu  nadie le puede clavar ni un palillo a Maduro.. "
685,Diverzity_ES,2019-05-25 13:03:00,"QUI N ERA #VARYS Y POR QU  ESPER BAMOS M S DE  L
""Un hombre que ofrece su lealtad al reino y no duda en informar y manipular a todos los bandos en busca del bien com n""
#JuegoDeTronos #JuegoDeTronos8x05 #Juegodetronosfinal #GOTFinale https://t.co/GOgTgqKUNp"
686,shiphitsthefan,2019-05-25 12:54:58,RT @cspranklerun: #GOTFinale https://t.co/8j2yDeFMei
687,MajestiLeee,2019-05-25 12:51:12,"RT @crochet_kiwi: ""It's said that direwolves once roamed the north in great packs of a hundred or more, and feared neither man nor mammoth, "
688,NoImperialismo,2019-05-25 12:37:42,"RT @NoImperialismo: quienes son los caracteres de ""juego de tronos"" en el mundo de la politica ?

#GameOfThrones
#GOTFinale https://t.co/C0 "
689,Arthur90020861,2019-05-25 12:31:01,"RT @thevivizama: Pour la #GameOfThronesFinale je vous partage cette planche manga* qui retrace une sc ne de la saison 7 !  

N'h sitez pas "
690,SSTSalikTirmizi,2019-05-25 12:21:12,   #GameOfThrones  #GOTFinale #belugasanctuary #whales #Marinemammals #freedom    https://t.co/ciikHoV3Fm
691,DesJoyce_,2019-05-25 12:20:47,"RT @WHALES_org: #GameOfThrones star Bronn, Master of Coin has a message for you!

No spoilers for #GOTFinale   

More about the #belugasanc "
692,MuseoCanapa,2019-05-25 12:14:33,Quando il fantasy si ispira all'arte! https://t.co/alhbYnsEW4  #museichehannostoffa #GOTFinale #GameofThrones #25maggio @FinestreArte
693,Monster_Udee,2019-05-25 12:12:59,RT @TheMessenger93: Brienne was really hurt  #GameOfThonesFinale #GOTFinale https://t.co/6zCrx3V9IW
694,OrcaSOS,2019-05-25 12:11:57,"RT @WHALES_org: #GameOfThrones star Bronn, Master of Coin has a message for you!

No spoilers for #GOTFinale   

More about the #belugasanc "
695,rasnancy1,2019-05-25 12:07:48,RT @ellactrafied108: During #GOTFinale https://t.co/BqEh7H3CgV
696,Gabriel_Syme_,2019-05-25 12:07:04,RT @feminismologico: No es por d rmelas de Nostradamus pero esto lo colgu  el 12 de febrero de este a o y el  ltimo ht es un tanto inquieta 
697,rasnancy1,2019-05-25 12:07:01,RT @ellactrafied108: After #GOTFinale: https://t.co/NBSHK8eMpj
698,Desaversum,2019-05-25 12:05:33,Eventuell schaue ich mir j e t z t mal das GotFinale an.
699,campion1223,2019-05-25 12:00:34,RT @AROverton: .@karaswisher on @Recode s Pivot podcast:  If people spent more time worrying about our country than  the #GameofThrones wri 
700,ACFOPodcast,2019-05-25 11:42:45,Having #WesterosWithdrawals? Go check out our newest episode! #GameOfThrones #GOTFinale https://t.co/fxK96yUCUL https://t.co/Lryb0RfVvf
701,C_Truth_,2019-05-25 11:41:17,"It's like jeez #Sansa just because he's in a wheelchair doesn't mean his d*ck doesn't work. Not very #PC of you, Sansa.  #GoTfinale https://t.co/fKgWmCz35b"
702,donneterayado,2019-05-25 11:38:38,"RT @mrwonderful_: Lo bueno nunca acaba, si hay spin-offs previstos.  Qui n m s se apunta a seguir so ando con los Siete Reinos?    #GOTfina "
703,Adri1Capitao,2019-05-25 11:35:13,"RT @Rayez_: C'est  a qu'on m ritait, c'est  a qu'on fucking m ritait  
#GoTFinale https://t.co/RwO0yhwzAT"
704,bomma777,2019-05-25 11:32:43,"RT @DelroyCalloway: Bran coming in out of nowhere to take the throne
#GameofThrones #GameOfThonesFinale #GOTFinale #thronecast #GameOfTrone "
705,chiamozuva,2019-05-25 11:26:52,RT @prettigirl33: Jon should have ruled with Danny       #GOTFinale #got
706,CallumLow95,2019-05-25 11:24:58,Finally watched the #GOTfinale such a shame of of the best shows in the world got one of the shittest endings.
707,triponspigiz,2019-05-25 11:20:53,RT @SaintWachter: Gonna point out that brothels in King's Landing are mostly state run and used both as a source of income and information 
708,jeremy_2bb,2019-05-25 11:20:28,"RT @Rayez_: C'est  a qu'on m ritait, c'est  a qu'on fucking m ritait  
#GoTFinale https://t.co/RwO0yhwzAT"
709,KateWeaver80,2019-05-25 11:20:14,RT @corykeathley: So they definitely filmed this scene last week. #GOTFinale https://t.co/LZ7WlBmbEb
710,re_peted,2019-05-25 11:20:07,RT @cspranklerun: #GOTFinale https://t.co/8j2yDeFMei
711,Bry22Bry,2019-05-25 11:17:17,"RT @Rayez_: C'est  a qu'on m ritait, c'est  a qu'on fucking m ritait  
#GoTFinale https://t.co/RwO0yhwzAT"
712,huntelaar18,2019-05-25 11:15:45,"RT @vanesaanaelena: #GameOfThrones #GOTFinale 

UUUUUH ... THE THREE EYED RAVEN....IN THE SEASON 1 PROMO POSTER... HAVE THEY KNOWN WHO GETS "
713,anniefitness,2019-05-25 11:07:44,Live footage of the writers working on the final episode of #GameOfThrones #GOTFinale https://t.co/RCcPEJrZrJ
714,resdematchpart,2019-05-25 11:07:39,RT @ChristopherNew: What does it say about me that I m more stoked for the next episode of #ChernobylHBO than the #GOTFinale?
715,pilarpallabunda,2019-05-25 11:06:06,"RT @JimeHimeWa: When you didn t do anything on the group project, but still got a 10. 
#GOTFinale https://t.co/5ZdWbDrryH"
716,thom_frap,2019-05-25 11:04:53,"RT @Rayez_: C'est  a qu'on m ritait, c'est  a qu'on fucking m ritait  
#GoTFinale https://t.co/RwO0yhwzAT"
717,thebadsie,2019-05-25 11:04:22,"WATCH - Game of Thrones Parody - The King Of Pranks &amp; The Mad Queen

#GameOfThrones #gotfinale #winterfellbattle #parody #badsie #got #thebadsie  https://t.co/4S8u16YPPt"
718,AnaTami48226241,2019-05-25 11:02:27,#braime #CerseiLannister #JaimeLannister #BrienneOfTarth #TyrionLannister #GOT #GOTFinale #GeorgeRRMartin
719,isoncolla1,2019-05-25 11:02:17,"RT @SATARiZARD: Yay! I successfully avoided the internet and all other spoilers!

I guess thats it...unless... book VI??

#GOTFinale https: "
720,DatisOss,2019-05-25 11:01:57,"RT @ThijsVerhoeven: Het Osse bedrijf @acecoretech
heeft ook in seizoen 8 van Game of Thrones de beelden vanuit de lucht verzorgd met hun bi "
721,infinitewondr,2019-05-25 10:58:10,RT @jamesdeanlove22: Omg this is such a great article by   @TIME  i like 85% of the #GameOfThrones fans= still not over this they spent 2 e 
722,mentforheitram,2019-05-25 10:54:10,RT @zardlebard: Why didn't Drogon kill Jon Snow? Why didn't Grey Worm kill Jon Snow? They inexplicably and uncharacteristically failed her. 
723,AliciaMMckenzie,2019-05-25 10:54:08,"RT @Black_Daria1: After all of these years of perfectly pronouncing names like Tyrion, Danerys, Missandei, Dothraki, Khaleesi, etc. people "
724,alexdlp4,2019-05-25 10:49:59,"RT @Rayez_: C'est  a qu'on m ritait, c'est  a qu'on fucking m ritait  
#GoTFinale https://t.co/RwO0yhwzAT"
725,_its_naj,2019-05-25 10:49:55,"RT @VMags95: Thank you to Jon Snow aka Aegon Targaryen, 6th of his name, true heir to the Iron Throne. United the world to defend it agains "
726,riderj123,2019-05-25 10:44:53,"RT @carlosgzz03:  THE DRAGON QUEEN  

ARTwork by Me!

Prints &amp; Merch here!

https://t.co/aonA9nA1is

#GameOfThrones #Daenerys #DaenerysTarg "
727,prephaiprimev,2019-05-25 10:44:13,RT @ClaraPluto: So many complaining but I actually loved it! #GameofThronesFinale #GOTFinale https://t.co/dY83wz2vBr
728,ensetgeschrib,2019-05-25 10:36:58,RT @DylJCook: I m just gonna go back to writing my Azor HotPie fanfic #GOTFinale
729,chepebonilla221,2019-05-25 10:32:44,"RT @GilletteLatino: Gillette Mach3, Hojas m s fuertes que el acero Valyrio #GOT #FortheThrone #HojasDeAceroValyrio #GOTFinale #CinemaxLA ht "
730,salil43,2019-05-25 10:28:04,"RT @BajajAllianzLIC: Whether you want to travel to the west of Westeros or become the king of the six kingdoms, all you need to get your #L "
731,meinDoryhun,2019-05-25 10:22:39,#GOTfinale   https://t.co/lpZ9YChId5
732,vanny_fadhillah,2019-05-25 10:18:32,"RT @MchunuT: winter FELL, KING's landing 

#GameofThrones #GameOfThronesFinale #GoTFinale
@GameOfThrones https://t.co/OZgzo4QRsh"
733,ayuzuhratul,2019-05-25 10:18:25,"RT @MchunuT: winter FELL, KING's landing 

#GameofThrones #GameOfThronesFinale #GoTFinale
@GameOfThrones https://t.co/OZgzo4QRsh"
734,AmandaRiskika,2019-05-25 10:18:22,"RT @MchunuT: winter FELL, KING's landing 

#GameofThrones #GameOfThronesFinale #GoTFinale
@GameOfThrones https://t.co/OZgzo4QRsh"
735,The_Tife_Majek,2019-05-25 10:15:16,RT @sCaezar: Drawing of the Tyrion Lannister #GameOfThrones #GOTFinale #GameOfThronesFinale #GOT https://t.co/sZaykI7QNi
736,AzraelRiddims,2019-05-25 10:14:59,@KTNKenya @GraceKuriaKE @KTNNewsKE People don't care anymore. It had a bad start and now it's just a bad ending. #GOTFINALE
737,fmglpls,2019-05-25 10:11:40,"RT @vanesaanaelena: #GameOfThrones #GOTFinale 

UUUUUH ... THE THREE EYED RAVEN....IN THE SEASON 1 PROMO POSTER... HAVE THEY KNOWN WHO GETS "
738,flybacigox,2019-05-25 10:09:42,"RT @CissieAA: Drogon is a good boy, yes he is a good boy. #GOTFinale #Drogon https://t.co/5QV7ULR0hb"
739,PhotoKsenya,2019-05-25 10:09:27,"RT @Reem_ALQ_: What do we say to D&amp;D and HBO :

#GOTFinale 
#GameOfThrones 
#GameofThronesSeason8 https://t.co/2UpBEpyWoE"
740,_kay_leb,2019-05-25 10:07:17,RT @sCaezar: Drawing of the Tyrion Lannister #GameOfThrones #GOTFinale #GameOfThronesFinale #GOT https://t.co/sZaykI7QNi
741,KayteeMayors,2019-05-25 10:04:11,"RT @KayteeMayors:  COMFORTABLE  FABULOUS
Wear with a pair of jeans or that very smart native wear
BROWN ""BASKET"" LEATHER  LOAFERS by @kayte "
742,C_Truth_,2019-05-25 10:03:45,How the heck does Jon go from total wuss to stabbing her in like 5 mins? #GoTFinale https://t.co/mXtRGy2U3P
743,Omar_4V,2019-05-25 10:03:10,"RT @Rayez_: C'est  a qu'on m ritait, c'est  a qu'on fucking m ritait  
#GoTFinale https://t.co/RwO0yhwzAT"
744,callmeliar,2019-05-25 09:52:37,"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago   
#GameofThrones #GameOfThronesFinale "
745,AleksGraphicFR,2019-05-25 09:51:42,"RT @Rayez_: C'est  a qu'on m ritait, c'est  a qu'on fucking m ritait  
#GoTFinale https://t.co/RwO0yhwzAT"
746,lafillemalgarde,2019-05-25 09:49:02,"RT @Black_Daria1: After all of these years of perfectly pronouncing names like Tyrion, Danerys, Missandei, Dothraki, Khaleesi, etc. people "
747,pdrotar,2019-05-25 09:48:09,"@ChrisPJGodfrey Also, everyone knows Boris Johnson was supposed to murder her! 
Boo the writers!

#GOTFinale"
748,yminulgi,2019-05-25 09:43:11,RT @novella_sims: I know there are mixed feelings about the #GameOfThronesFinale but all I know is that for the last 8 years this show has 
749,anniefitness,2019-05-25 09:39:19,WTF? How is Jon Snow not King of the 7 Realms? #nothappy #GameOfThornes #GOTFinale
750,k10mehta,2019-05-25 09:39:04,"Tyrion, ""there's nothing in the world more powerful than a good story   and who has a better story than Bran the Broken.""

Modi has a better story. Period.

Sorry for the spoiler.

#GameOfThrones #GOTFinale 
#IndianElections2019"
751,mireaoutter,2019-05-25 09:35:13,"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago   
#GameofThrones #GameOfThronesFinale "
752,thecardiffcwtch,2019-05-25 09:23:28,RT @Annamarie2426: What I really thought Brienne was going to write.. #GOTFinale #GOT https://t.co/OzZmjBDv1h
753,so_tonye,2019-05-25 09:22:39,"RT @Black_Daria1: After all of these years of perfectly pronouncing names like Tyrion, Danerys, Missandei, Dothraki, Khaleesi, etc. people "
754,Krenshaaa,2019-05-25 09:19:31,"RT @ashish_goojar: #GameOfThrones #GOTFinale Imagine Drogon took Daenerys to her and she resurrects Dany back, with the episode ending with "
755,FollowIshika,2019-05-25 09:18:10,"RT @FollowIshika: #offpageSeoservice #Fiverr #seo #fiverrSEOservice 
https://t.co/lnS4ItQyTr
#GOTFinale #dany #Bran #Huawei #GameofThrones "
756,thomashallett,2019-05-25 09:12:33,"I m dying to know, did winter come in the end? #GOTFinale"
757,MilitiaAlways,2019-05-25 09:08:52,"RT @guillemclua: Los momentos m s emocionantes de #GOTFinale nos los han dado dos bichos hechos con CGI. Da que pensar. Por lo dem s, un ci "
758,Christos665,2019-05-25 09:07:26,"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago   
#GameofThrones #GameOfThronesFinale "
759,Henoduret,2019-05-25 09:04:35,"RT @Rayez_: C'est  a qu'on m ritait, c'est  a qu'on fucking m ritait  
#GoTFinale https://t.co/RwO0yhwzAT"
760,IsmaBranding,2019-05-25 09:04:02,"RT @Rayez_: C'est  a qu'on m ritait, c'est  a qu'on fucking m ritait  
#GoTFinale https://t.co/RwO0yhwzAT"
761,Jassalicious,2019-05-25 08:59:36,Perhaps they will care to explain what the hell happened!?!? @GameOfThrones #GOTFinale https://t.co/F1o5bEVlGs
762,william_____33,2019-05-25 08:55:39,RT @EL_KABBiR:           #GameOfThrones #GOTFinale                                                                                         
763,rickbaphopi,2019-05-25 08:54:34,RT @MMacias_14: Well.........now what should I look forward to on Sundays?#GOTFinale
764,_MizMercy,2019-05-25 08:50:24,"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago   
#GameofThrones #GameOfThronesFinale "
765,hiddloki_d,2019-05-25 08:46:07,"RT @sandeepkomal7: They Should have decided in this Way for the throne  
#GameOfThrones #GOT #GameOfThronesFinale #GOTFinale https://t.co/C "
766,Mide_TA,2019-05-25 08:40:32,"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago   
#GameofThrones #GameOfThronesFinale "
767,GlokOner62,2019-05-25 08:37:16,"Better finale than GoT, one the Best TV show ever #GOTFinale #TBBTFinale https://t.co/tebYnfLBnU"
768,idkodig,2019-05-25 08:37:07,"RT @Wibbitz: A good story has no limits! Give your best stories new life by transforming them into powerful videos. 

#ContentMarketing #GO "
769,ericyoungfrance,2019-05-25 08:31:03,"En  coutant des experts, j ai l impression que le vrai ma tre de Game of thrones, c est le gobelet de Starbucks. #GOTFinale"
770,Britt43354496,2019-05-25 08:29:09,RT @Annamarie2426: What I really thought Brienne was going to write.. #GOTFinale #GOT https://t.co/OzZmjBDv1h
771,anemunan,2019-05-25 08:28:08,RT @sabsnola: He sees you when he s sleeping. He knows if you re awake. He knows if you ve been bad or good so let s give him the throne. # 
772,saruchi43,2019-05-25 08:21:55,"RT @QuiqueHD: Un segundo de cada uno de los cap tulos de #GameOfThrones. Vi ndolo, el #GOTFinale me duele un poco m s https://t.co/ZWURc76M "
773,gianni69320,2019-05-25 08:16:32,"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago   
#GameofThrones #GameOfThronesFinale "
774,NicoleLinsey,2019-05-25 08:15:21,"RT @WHALES_org: #GameOfThrones star Bronn, Master of Coin has a message for you!

No spoilers for #GOTFinale   

More about the #belugasanc "
775,nalheesi,2019-05-25 08:15:02,"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago   
#GameofThrones #GameOfThronesFinale "
776,BrandonHot1997,2019-05-25 08:12:31,"@HotspurRelated this will disappoint him and fans of #thfc  a little LESS fingers crossed but gotta ask for your membership to get the giant poster #got #GameOfThronesFinale   #GOTFinale #witches #witchcraft @TolkienMovie #LordoftheRings #cosplay #cosplayersofinstagram

https://t.co/MaYqVZC8OG"
777,l82the,2019-05-25 08:09:49,"I just realize that I didn't post my thoughts on the #GOTFinale. To be honest, the most prominent thought for me was, when did #BranStark decide he ""wants things"" again? He didn't want to be a lord, but he is happy to be KING #BranTheBroken?"
778,romainrvln,2019-05-25 08:08:12,"RT @Rayez_: C'est  a qu'on m ritait, c'est  a qu'on fucking m ritait  
#GoTFinale https://t.co/RwO0yhwzAT"
779,_stevesummers,2019-05-25 08:01:55,RT @sCaezar: Drawing of the Tyrion Lannister #GameOfThrones #GOTFinale #GameOfThronesFinale #GOT https://t.co/sZaykI7QNi
780,soncpancheapsne,2019-05-25 07:59:09,RT @AgueroLeyner: Best ending ever. #GOTFinale
781,vikrantgill1997,2019-05-25 07:55:57,"RT @BollywoodGandu: Just because your ancestors sat on the throne, doesn't mean you'll too. #GOTFinale https://t.co/dxL83pQ9Eh"
782,tertafocom,2019-05-25 07:52:19,RT @claimofame: Ask me what I thought about the season finale of GoT and I will respond in the words of Tyrion Lannister:  Ask me again in 
783,KhadifaWong,2019-05-25 07:52:15,"RT @Black_Daria1: After all of these years of perfectly pronouncing names like Tyrion, Danerys, Missandei, Dothraki, Khaleesi, etc. people "
784,jeremydumont,2019-05-25 07:45:21,"RT @Flowkon: Le recruteur : pensez vous avoir les comp tences pour ce poste ?

Moi : 
#GOTS8E6 #GameofThrones #GameOfThonesFinale #GOTFinal "
785,greenco2zero,2019-05-25 07:38:39,"RT @MuseoCanapa: Volete sapere qual'  la vera destinazione di Arya Stark alla fine del #tronodispade? 
Ve lo diciamo noi!   venuta in #Valn "
786,KevineK1191,2019-05-25 07:38:27,OMG #GOTFinale #GoT https://t.co/dAalK7tF8D
787,meharikiran,2019-05-25 07:36:24,"RT @BollywoodGandu: Just because your ancestors sat on the throne, doesn't mean you'll too. #GOTFinale https://t.co/dxL83pQ9Eh"
788,jesusorbegozo,2019-05-25 07:32:36,"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago   
#GameofThrones #GameOfThronesFinale "
789,Star_Graph_17,2019-05-25 07:31:42,"You can hire me at #Fiverr  

https://t.co/kTLbchyWK4    

#Fiverr #Dhaka #USA #Germany #Facbookcover #Banner #Twittercover #Ads #graphicsdesign #Google #Banner #Fiverr #FiverrGig #Italy #GOTFinale #Design https://t.co/AaRTDmxo9f"
790,diajudgrire,2019-05-25 07:30:09,RT @ZhraaM: #GOTFinale #gameofthronesmemes #nippleboi https://t.co/sln3syzSGL
791,vicucomrest,2019-05-25 07:27:46,RT @LukeVerbatim: Seriously who cares if it is ash or snow #GOTFinale
792,AnastasiaLieppe,2019-05-25 07:25:45,"RT @Rayez_: C'est  a qu'on m ritait, c'est  a qu'on fucking m ritait  
#GoTFinale https://t.co/RwO0yhwzAT"
793,feminismologico,2019-05-25 07:14:38,"No es por d rmelas de Nostradamus pero esto lo colgu  el 12 de febrero de este a o y el  ltimo ht es un tanto inquietante.

#GOT #JuegoDeTronosEnFnac
#OrgulloFrikiEnFnac #gotfinale
#Dracarys

Pasad y mirad    https://t.co/oRa7vOjslB"
794,Star_Graph_17,2019-05-25 07:13:32,"You can hire me at #Fiverr

https://t.co/kTLbchyWK4
  #Fiverr #Dhaka #USA #Germany #Facbookcover #Banner #Twittercover #Ads #graphicsdesign #Google #Banner #Fiverr #FiverrGig #Italy #GOTFinale #Design"
795,stephwaltersla,2019-05-25 07:07:22,"I m tossing,turning, and can t sleep because I m STILL mad about the ending of Game of Thrones. #ForTheThrone #GOTFinale #GOT #JonSnow https://t.co/sYpWIWJg7s"
796,KushlasBySanaer,2019-05-25 07:04:28,What's the latest on Notre Dame I wonder.......completely out of the news now !!!!! #GOT #GOT7 #GOTFinale https://t.co/LlSCf9xv9J
797,fairyrequiem,2019-05-25 07:01:55,RT @MandiBierly: My favorite memory covering #GameOfThrones: a Season 3 chat with Nikolaj Coster-Waldau for https://t.co/ljVIFSeoyA when he 
798,gemma_dupont,2019-05-25 06:56:01,"RT @DLArmillei: On tonight's #GameOfThronesFinale 
#GOTFinale #CerseiLannister #Cersei https://t.co/NFXDuYxyFR"
799,KWahmetu,2019-05-25 06:55:42,"A tout ceux qui se plaignent de la derni re saison de Game of Thrones : Marquez votre d sapprobation en resiliant votre abonnement   OCS !... Et si vous n'en avez pas, fermez-la, les sc naristes ne vous doivent rien ! #GOT #GoTS8 #GOTFinale"
800,liu226,2019-05-25 06:55:35,The final chapter of #GOTFinale https://t.co/vAaNTVAdgs
801,dhapolsankh,2019-05-25 06:53:05,"RT @mautplus: Quite Ironic that a season with no storyline ends in

 What unites people?Armies? Gold? Flags? No. It s stories 

 There s no "
802,mautplus,2019-05-25 06:52:21,"Quite Ironic that a season with no storyline ends in

 What unites people?Armies? Gold? Flags? No. It s stories 

 There s nothing in the world more powerful than a good story. Nothing can stop it. No enemy can defeat it.   - @GoT_Tyrion 
@GameOfThrones trolled itself #GOTFinale"
