,screen_name,created_at,full_text
303,vnolcor,2019-05-26 17:17:03,RT @Fresquitodbahia: Comparte este Brand de la suerte para que te contraten sin experiencia #GameOfThronesFinale https://t.co/zWqBDz0eFu
304,Donkillimanati1,2019-05-26 17:16:44,"RT @Tbauze: If Game of thrones was scripted and directed by a Nigerian, John snow would've been king of the seven kingdoms. I see why many "
305,JnatasMattos4,2019-05-26 17:16:37,"Tr gico tr gico... muito tr gico  
#GameOfThrones 
#GameOfThronesFinale https://t.co/SQlUrAxDch"
306,JananaA60519034,2019-05-26 17:16:36,RT @daviddgandini: N o importa o que aconte a hoje Daenerys voc  sempre vai ser um  cone #GameOfThronesFinale https://t.co/N08S3jvqv1
307,gajrios,2019-05-26 17:16:34,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
308,pdm5_,2019-05-26 17:16:30,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
309,newnewpza,2019-05-26 17:16:15,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
310,RisingStarPress,2019-05-26 17:13:36,Maisie Williams Reveals How She Wanted Arya s Story To End On  Game Of Thrones  https://t.co/rQsWJmkb1l #gameofthrones #GameOfThronesFinale #GameofThronesseason8episode6 https://t.co/9qWNluC6YN
311,DouxReviews,2019-05-26 17:13:17,ICYMI: #GameofThrones - The Iron Throne (review by @ClassicalJG) #GOT #GameOfThronesFinale @GameOfThrones https://t.co/kIIp3uFXcq https://t.co/jHPTxcKWUj
312,itacablog,2019-05-26 17:12:57,RT @noktuae: Slavoj #Zizek: #GameOfThrones se aprovech  del miedo a la revoluci n y a las mujeres pol ticas y no nos deja mejor que antes # 
313,Copy_live,2019-05-26 17:12:19,"RT @zeezish_: Who did this    
#GameOfThrones #GameofThronesFinale https://t.co/yMvPMgu7X1"
314,ecceztrk,2019-05-26 17:11:49,Ke ke b yle bitseymi  #GameOfThronesFinale https://t.co/8tQiCx3y7m
315,BigRedMurphy,2019-05-26 17:11:43,Looking forward to the season final of #GameOfThronesFinale tonight. Get ready.
316,Gabymarckwordt,2019-05-26 17:11:30,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
317,Nathan_Key,2019-05-26 17:11:15,RT @dadzonecast: In this episode we talk about a robbery gone wrong and the tragic loss of grumpy cat. We argue about the final episode of 
318,yungwheezy97,2019-05-26 17:11:08,RT @Smittyx36: When you don't contribute to the group project &amp; still get an A  #GameOfThronesFinale https://t.co/mJHfEVcGQC
319,memoivn,2019-05-26 17:10:48,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
320,msspurplehaze,2019-05-26 17:10:33,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
321,chacharizard,2019-05-26 17:10:11,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
322,jumpingRaptor,2019-05-26 17:09:02,RT @Cito_PR: #GameOfThrones #GameOfThronesFinale #StarWars #Lucasfilm #Disney https://t.co/UVAaqFJ5me
323,noktuae,2019-05-26 17:08:43,Slavoj #Zizek: #GameOfThrones se aprovech  del miedo a la revoluci n y a las mujeres pol ticas y no nos deja mejor que antes #GameOfThronesFinale https://t.co/Ho9UgrYmui
324,Ignacio_Soto11,2019-05-26 17:06:05,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
325,Roserocubillos,2019-05-26 17:04:37,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
326,diegofernandova,2019-05-26 17:04:14,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
327,ziamgarrix,2019-05-26 17:03:25,"RT @gameofupdates: the last of the starks  

#gameofthrones #thefinalepisode #gameofthronesfinale

 https://t.co/v2lsCMxZ4e"
328,ChaxiiReyes_,2019-05-26 17:02:55,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
329,BubTheChub,2019-05-26 17:02:30,RT @The_Razz_Matazz: Charles Dance Gives His Opinion on the Game of Thrones Finale | Good Mor... https://t.co/1SnJ10HwcC What a Treasure th 
330,BBStudios01,2019-05-26 17:01:54,"RT @montajesasgaya: Daenerys Quinn.
""I'll call to chaos and destruction wherever I go""
@HBO.@GameOfThrones @GOTLatam 
#GameOfThrones #GameO "
331,SunilBairag1,2019-05-26 17:01:32,"RT @PexkWazza: D&amp;D were probably like ""who's the most random person we can put on the throne"".

Nobody, NOBODY deserved it more than Jon Sn "
332,KristiansBrain,2019-05-26 17:01:21,"RT @FoldableHuman: Say what you will about the #GameOfThronesFinale, the John Hughes homage was a bold choice to end on. https://t.co/kKJrJ "
333,xgeeks,2019-05-26 17:00:53,"""Peter Dinklage ended Season 8 on a high!""

  https://t.co/6EDNn0xNWf

#GameOfThrones #ForTheThrone #GOT #GoTS8 #GOT8 #GameofThronesSeason8 #GOTFinale #GameOfThronesFinale https://t.co/svRN2C3hiA"
334,ConectaTECmx,2019-05-26 17:00:01,"    l es el mexicano que coordin  los efectos visuales de #GameOfThrones    #GOT #GameOfThronesFinale #JonSnow #Daenerys
https://t.co/I3mRswcnuP"
335,I_kalarawee,2019-05-26 16:59:32,"RT @ThaArtfulTeaser: #GameOfThronesFinale 

""Jon snow from Winterfell Limited""   
This mate does Jon better than Jon does Jon https://t.co/ "
336,TheManoakks07,2019-05-26 16:59:12,"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago   
#GameofThrones #GameOfThronesFinale "
337,chepandreu,2019-05-26 16:59:02,"I us queixaveu del final de #Lost
#GameOfThronesFinale #JuegodeTronosfinal"
338,JonteBlomberg,2019-05-26 16:57:58,"Spent some time chatting w/ the true heir to the throne (@joedempsie) about his work on #DeepState, the #GameOfThronesFinale &amp; why he did/didn't go on the boat w/ Arya.

Can be read here (GoogleTranslate will kind of help, if you're not Swedish):

https://t.co/rDVz1qOyyM https://t.co/0vkwmInhNZ"
339,MarijoToch,2019-05-26 16:57:57,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
340,ferrespinoza,2019-05-26 16:57:35,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
341,JamesBushellxD,2019-05-26 16:57:32,RT @Wtfdanniel: All you need to really rule Westeros is a bowl cut. #DemThrones #GameOfThronesFinale https://t.co/yL0UiaUUme
342,carlaveronicav,2019-05-26 16:56:50,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
343,quiron58,2019-05-26 16:55:40,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
344,jodaponte,2019-05-26 16:54:55,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
345,el_Maxxo,2019-05-26 16:54:19,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
346,velvetshoney,2019-05-26 16:54:08,RT @ingfcps: currently mood #GameOfThronesFinale https://t.co/MtwjUENfNN
347,Zoker60068418,2019-05-26 16:53:57,Primer y  ltimo dracarys #GameOfThronesFinale https://t.co/9tjPZMIfSZ
348,SarahJaneCarr4,2019-05-26 16:53:03,"RT @connorpfam: The only part that mattered. 

#GameOfThrones #GameOfThronesFinale https://t.co/VDJlBKIvpb"
349,jesours,2019-05-26 16:52:04,"RT @acursedlove: EVERYBODY LET S SAY THANK YOU TO THE BEST CAST EVER. 

#GamefThrones #GameOfThronesFinale 
#TheFinalEpisode https://t.co/w "
350,ArlynAli,2019-05-26 16:51:01,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
351,Jesu65,2019-05-26 16:50:22,"RT @FoldableHuman: Say what you will about the #GameOfThronesFinale, the John Hughes homage was a bold choice to end on. https://t.co/kKJrJ "
352,Alefalla7,2019-05-26 16:50:13,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
353,ErhanSel,2019-05-26 16:50:00,"RT @eyup_kocyigit: D nya g ndemi https://t.co/pt0GvIuuC0 s rada  

#Link : https://t.co/MJPM95BiXV

#GameOfThronesFinale https://t.co/ycTkd "
354,seobeabesa,2019-05-26 16:49:30,"RT @RafaeLecter: #GameOfThronesFinale ""esperaba mas"" 
Whore attention alert"
355,coppersboom,2019-05-26 16:49:23,"RT @FoldableHuman: Say what you will about the #GameOfThronesFinale, the John Hughes homage was a bold choice to end on. https://t.co/kKJrJ "
356,selman_nicole,2019-05-26 16:47:54,RT @mattraub: Everyone wants to complain about the bottle of water in the #GameOfThronesFinale but NOBODY had an issue with Sana JUULing?? 
357,EduardFaB,2019-05-26 16:47:47,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
358,PaTii_Rivas,2019-05-26 16:47:35,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
359,jpfalls,2019-05-26 16:47:15,RT @devonpalmer_: #GameOfThronesFinale can t believe this https://t.co/o4grycR8Ec
360,aliyaimadudeen,2019-05-26 16:46:56,"RT @YonShadyGlenn: Watching this right now, fairly solid analysis of where things went off the rails.

#GameOfThrones #GameOfThronesFinale "
361,BlazyGardener,2019-05-26 16:46:35,"#gameofthrones
#GameOfThronesFinale

When I realize Game of Thrones is really over and that's really the ending they gave us https://t.co/yBr83cs1z8"
362,Vale_oliv,2019-05-26 16:46:31,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
363,paobh97,2019-05-26 16:46:09,"RT @LiveboldlyClark: SPOILER. (?) 
Me acaba de explotar la cabeza.
#GameofThrones #GameOfThronesFinale https://t.co/LVc4D7R8gp"
364,Mgtdeli,2019-05-26 16:46:05,"RT @Queenziah: #Thefinaleepisode :
Daenerys dyes her hair and marries Bran #GameOfThronesFinale https://t.co/EUopoa3Mfa"
365,cbiz,2019-05-26 16:45:53,"RT @yadadarcyyada: All Things Must End...  
https://t.co/hcEROA5UV7 via @yadadarcyyada  #AvengersEndgame #Avengers #BigBangTheoryFinale #Bi "
366,Javiportela7,2019-05-26 16:45:29,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
367,NikolaZavadilo3,2019-05-26 16:44:52,RT @almost_ethan: My last brain cell after tonight s #GameOfThronesFinale: https://t.co/9Jw0cHSRDC
368,jstarfish33,2019-05-26 16:44:19,RT @consequence: Sansa right now   #GameOfThronesFinale https://t.co/ZP6yAvI05h
369,thanaseelan4,2019-05-26 16:44:05,"RT @bustadicarta: L'inizio e la fine
L'alfa e l'omega..

Meritava di pi 

#GameOfThrones #GameOfThronesFinale
#GOT
#JonSnow https://t.co/su "
370,traveneras,2019-05-26 16:44:05,RT @TJindaHauz: 4 minutes to go for #GOT #GameOfThronesFinale
371,CryptoKaku,2019-05-26 16:43:07,"Now that the dust settled re: the #GameofThronesfinale debacle, we must stir it up again bc these guys really blew it. The cast knows what we want, let them rewrite it!

@HBO, yes you should have fired them. Make history and redo it or else we won t trust you re: @WestworldHBO. https://t.co/DQgQeoovOM"
372,Marien_Bad,2019-05-26 16:42:59,"Game of Thrones   finito, andate in pace. https://t.co/OrECLZJoCJ #GoT #GoTFinale #GameOfThrones #GameOfThronesFinale #GoTS8 #TronoDiSpade"
373,CelikMrc,2019-05-26 16:42:43,"Alternatif son
#GameOfThronesFinale https://t.co/DFpiYmE4Wn"
374,seaangel4444,2019-05-26 16:41:39,"RT @yadadarcyyada: All Things Must End...  
https://t.co/hcEROA5UV7 via @yadadarcyyada  #AvengersEndgame #Avengers #BigBangTheoryFinale #Bi "
375,ceotaemin,2019-05-26 16:41:09,RT @Wtfdanniel: All you need to really rule Westeros is a bowl cut. #DemThrones #GameOfThronesFinale https://t.co/yL0UiaUUme
376,LottaHaegg,2019-05-26 16:41:02,One of my favourite episodes of TV is when @portlandia's Fred Armisen and @Carrie_Rachel attempt to hunt down @RonDMoore and demand more episodes of #battlestargalactica #GameOfThronesFinale https://t.co/PsVpqt8bFk
377,chewie_15,2019-05-26 16:40:22,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
378,PauletteSanch,2019-05-26 16:40:12,"RT @Come_Oon_Man: MOOD:

https://t.co/TtNEfZ67dT

 #GameOfThronesFinale"
379,vnamjune,2019-05-26 16:37:56,RT @rabbits_bad: The US when a third world country has petroleum #GameOfThronesFinale https://t.co/zt1Le2Ea7F
380,mauxchavez,2019-05-26 16:37:14,"RT @pedrojdoc: #GameOfThronesFinale 
HBO subscribers leaving the platform - 2019, colorized https://t.co/OcC0UbMbmc"
381,SeyiGlobal,2019-05-26 16:36:28,"RT @SeyiGlobal: As the #GameOfThronesFinale is here, thanks to #Arya #cercei #JonSnow #Daenerys et. al. https://t.co/VgjUOV8vno"
382,Dylan02sang,2019-05-26 16:36:03,RT @_NR67_: Cette sc ne ...   #JonSnow #GameOfThronesFinale #GameOfThrones https://t.co/FO1n0vLIpo
383,__n0surprises,2019-05-26 16:35:05,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
384,SantiEich,2019-05-26 16:34:51,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
385,rabepra,2019-05-26 16:33:10,"RT @HariniKShetty2: And still he gets the throne 
#gameofthrones 
#GameOfThronesFinale https://t.co/VtngDswLWq"
386,JuliiMaiz,2019-05-26 16:33:07,"RT @LiveboldlyClark: SPOILER. (?) 
Me acaba de explotar la cabeza.
#GameofThrones #GameOfThronesFinale https://t.co/LVc4D7R8gp"
387,Partouche9,2019-05-26 16:32:40,"RT @montajesasgaya: Daenerys Quinn.
""I'll call to chaos and destruction wherever I go""
@HBO.@GameOfThrones @GOTLatam 
#GameOfThrones #GameO "
388,VaneSpaccavento,2019-05-26 16:32:12,"RT @LiveboldlyClark: SPOILER. (?) 
Me acaba de explotar la cabeza.
#GameofThrones #GameOfThronesFinale https://t.co/LVc4D7R8gp"
389,waldorfxbitch,2019-05-26 16:31:32,"RT @vxtakaki: acho q esse final aqui seria melhor 

#GameOfThronesFinale

 https://t.co/Z4GoYX8iym"
390,Mariamuuzz,2019-05-26 16:31:23,"RT @LiveboldlyClark: SPOILER. (?) 
Me acaba de explotar la cabeza.
#GameofThrones #GameOfThronesFinale https://t.co/LVc4D7R8gp"
391,gerakkuma,2019-05-26 16:31:00,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
392,mpaulinasilvaf,2019-05-26 16:30:54,"RT @otroaudiovisual: Todos en estos momentos  

#GameOfThronesFinale #GameOfThrones https://t.co/VJcpvnBxkK"
393,blurryrey,2019-05-26 16:29:53,RT @13RWscene: Recordemos una de las mejores escenas #GameOfThronesFinale https://t.co/wn45KexqM1
394,Santipaantaleon,2019-05-26 16:29:52,"RT @LiveboldlyClark: SPOILER. (?) 
Me acaba de explotar la cabeza.
#GameofThrones #GameOfThronesFinale https://t.co/LVc4D7R8gp"
395,SolidTacho11,2019-05-26 16:29:52,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
396,MaritereAvila,2019-05-26 16:29:50,"RT @LiveboldlyClark: SPOILER. (?) 
Me acaba de explotar la cabeza.
#GameofThrones #GameOfThronesFinale https://t.co/LVc4D7R8gp"
397,DaiiiVazquez,2019-05-26 16:29:30,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
398,montajesasgaya,2019-05-26 16:29:23,"Daenerys Quinn.
""I'll call to chaos and destruction wherever I go""
@HBO.@GameOfThrones @GOTLatam 
#GameOfThrones #GameOfThronesFinale #Got #JonSnow #EmiliaClarke #CerseiLannister #TyrionLannister #JamieLannister #AryaStarkForTheThrone #SansaStark #BranStark https://t.co/k5K82gygDe"
399,777Luica,2019-05-26 16:28:50,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
400,roiperansgua,2019-05-26 16:28:26,"RT @thenerdyist: So many of us are disappointed by the ending of #GamefThrones so let s play a game #HowWouldYouEndIt 

#retweet and write "
401,MrCinefilms,2019-05-26 16:28:24,RT @AssoiffesDeCine: Cette sc ne pleine d' motions avec Brienne.   #GameofThrones #GameOfThronesFinale https://t.co/yLfjVUEvN9
402,Pierrette222,2019-05-26 16:28:23,"RT @SecretNewsInfo: Dernier  pisode de la s rie Le Village des Schtroumpfs : le petit-fils de Gargamel les a tous bouff s ...

(par les m m "
403,jodiesear,2019-05-26 16:26:43,"RT @FoldableHuman: Say what you will about the #GameOfThronesFinale, the John Hughes homage was a bold choice to end on. https://t.co/kKJrJ "
404,Yogendr36474902,2019-05-26 16:25:55,"RT @best_tracking: Life is beautiful
#travelblog  #travelphotography  #exploretheworld  #tourism  #travel #GameOfThronesFinale #SundayMorni "
405,tavrgaryen,2019-05-26 16:24:51,"RT @novas_thayy: - J  superou o final de #GameOfThrones ?
- J  sim
- Vamos dar uma volta por a  ent o?
- A DAENERYS ADORAVA DAR UMA VOLTA P "
406,Zbidizoubi,2019-05-26 16:24:16,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
407,JaredSi50667191,2019-05-26 16:23:57,"RT @GodspowerTalks: Since #GameOfThrones is ending, here is the single greatest scene from the series

#GameOfThronesFinale https://t.co/R2 "
408,Leonard_Phosiwa,2019-05-26 16:22:47,"RT @Dude_Cav: I don't care what anyone says, THIS is the real #GameOfThronesFinale Ending. Not the one we needed, but the one we deserved h "
409,sofia_voley5,2019-05-26 16:22:38,"RT @LiveboldlyClark: SPOILER. (?) 
Me acaba de explotar la cabeza.
#GameofThrones #GameOfThronesFinale https://t.co/LVc4D7R8gp"
410,pbandjcomedy,2019-05-26 16:21:42,"RT @2BrosataWC: Check out my latest #podcast https://t.co/6EuJZhX2J8 on #Podbean
#GameOfThrones 
#GameOfThronesFinale 
#DemThrones https:// "
411,SenpoAmaterasu,2019-05-26 16:21:25,"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago   
#GameofThrones #GameOfThronesFinale "
412,SpunkyMFP,2019-05-26 16:21:17,"RT @FoldableHuman: Say what you will about the #GameOfThronesFinale, the John Hughes homage was a bold choice to end on. https://t.co/kKJrJ "
413,indammome,2019-05-26 16:21:16,RT @yungC_LOS: NOOO FUCKING WAAAAAY BRO #GameOfThronesFinale
414,Denisee_A,2019-05-26 16:20:58,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
415,SujetoCallejero,2019-05-26 16:20:28,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
416,noleoigo,2019-05-26 16:20:27,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
417,bitcoinkang,2019-05-26 16:20:18,"RT @Bloodmoon_GOT: Best meme thred believe me 
#GameOfThronesFinale #GOTFinale #GameOfThrones https://t.co/2GmUYknkz2 https://t.co/sQCGZ1dJ "
418,MoahCullen,2019-05-26 16:19:59,"RT @veraholtzirreal: Pra mim GOT morreu na 6  temporada, hoje   s  o enterro mesmo

#GameOfThronesFinale"
419,gonewithafairy,2019-05-26 16:19:37,"RT @FoldableHuman: Say what you will about the #GameOfThronesFinale, the John Hughes homage was a bold choice to end on. https://t.co/kKJrJ "
420,pablopg96,2019-05-26 16:19:31,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
421,Nellyzul66,2019-05-26 16:19:19,"#GameOfThrones if u know, you know    #GameofThronesthelastwatch #GameOfThronesFinale https://t.co/Kt9MX9yGRu"
422,ykarakasisMW,2019-05-26 16:18:28,"RT @elmatzoglou:                       
#GameOfThrones #GameOfThronesFinale https://t.co/f5iLRreAAp"
423,Mjcc95_,2019-05-26 16:18:13,"RT @LiveboldlyClark: SPOILER. (?) 
Me acaba de explotar la cabeza.
#GameofThrones #GameOfThronesFinale https://t.co/LVc4D7R8gp"
424,2005_sola,2019-05-26 16:16:50,"RT @JonxDanyy: Daenerys lost:

Her parents
Her brothers
Her home
Her baby
Her most trusted advisers
Her best friend
Her dragons
Her people "
425,MartinaSpad_a,2019-05-26 16:16:34,"RT @bustadicarta: L'inizio e la fine
L'alfa e l'omega..

Meritava di pi 

#GameOfThrones #GameOfThronesFinale
#GOT
#JonSnow https://t.co/su "
426,Makapaz_,2019-05-26 16:16:11,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
427,daniela__209,2019-05-26 16:14:43,"RT @LiveboldlyClark: SPOILER. (?) 
Me acaba de explotar la cabeza.
#GameofThrones #GameOfThronesFinale https://t.co/LVc4D7R8gp"
428,loveemonkee,2019-05-26 16:14:07,"RT @BasileiaSnow: Al final ellos son los compa eros m s fieles, en la vida y en la muerte  #GameOfThronesFinale https://t.co/jfBDlR9qD9"
429,animbask_10,2019-05-26 16:13:23,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
430,thewalnutss,2019-05-26 16:13:20,"RT @Thecatladyscor1: ALLA FINE IL SUPER SEGRETO CHE NED HA TENUTO PER 18 ANNI, JON SN    TARGARYEN, NEL FINALE   CONTATO MENO DI ZERO.
QUIN "
431,RobJonesBaro,2019-05-26 16:13:09,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
432,Witch_ita21,2019-05-26 16:12:16,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
433,CheeserFriction,2019-05-26 16:09:06,"RT @FoldableHuman: Say what you will about the #GameOfThronesFinale, the John Hughes homage was a bold choice to end on. https://t.co/kKJrJ "
434,Docamazone,2019-05-26 16:08:25,"RT @acursedlove: EVERYBODY LET S SAY THANK YOU TO THE BEST CAST EVER. 

#GamefThrones #GameOfThronesFinale 
#TheFinalEpisode https://t.co/w "
435,semee32,2019-05-26 16:08:13,"RT @GameOfThronesJP:                      #                     Game of Jones                    #GameOfThrones #GameOfThronesFinale 
https "
436,torontotrev,2019-05-26 16:07:35,@GameOfThrones @JeanieFinlay @HBO Who cares. My last watch was that shitbox #GameOfThronesFinale
437,citypopgirl1,2019-05-26 16:06:56,"RT @Queenziah: #Thefinaleepisode :
Daenerys dyes her hair and marries Bran #GameOfThronesFinale https://t.co/EUopoa3Mfa"
438,EmileMom0408,2019-05-26 16:06:03,"RT @TOMOKA0923:           
    6                        
                 
#GameOfThronesFinale  #     #   #   #    #   #   #      #     #  "
439,camicarin,2019-05-26 16:05:45,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
440,RocioGonzalz_,2019-05-26 16:05:43,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
441,Nirdogg,2019-05-26 16:05:35,"RT @MsMonsterHunter: I have to admit, the finale was kinda shit.. could of gone a few more seasons, lazy writing towards the end... meh wha "
442,Pinirrron,2019-05-26 16:04:59,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
443,oskr_robles,2019-05-26 16:04:41,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
444,kaeteas,2019-05-26 16:02:51,"RT @FoldableHuman: Say what you will about the #GameOfThronesFinale, the John Hughes homage was a bold choice to end on. https://t.co/kKJrJ "
445,bustadicarta,2019-05-26 16:02:39,"L'inizio e la fine
L'alfa e l'omega..

Meritava di pi 

#GameOfThrones #GameOfThronesFinale
#GOT
#JonSnow https://t.co/su60mPY88x"
446,petofallas,2019-05-26 16:01:58,"RT @FoldableHuman: Say what you will about the #GameOfThronesFinale, the John Hughes homage was a bold choice to end on. https://t.co/kKJrJ "
447,daitamaran,2019-05-26 16:01:53,RT @misschiefmax: #GameOfThrones #GameOfThronesFinale #crying https://t.co/rqZ7CWstcB
448,VimanyuChopra,2019-05-26 16:01:48,"RT @FoldableHuman: Say what you will about the #GameOfThronesFinale, the John Hughes homage was a bold choice to end on. https://t.co/kKJrJ "
449,cranlucpoitat,2019-05-26 16:01:32,RT @Edward_bq: #Leninerestu #GameOfThronesFinale https://t.co/yQXXfh5pJS
450,improv4humans,2019-05-26 16:00:46,"Have you listened to our newest episode? The hilarious @MrChadCarter, @LILmookieB, @Tonicharline, @A___L___i,, @vicmmic, &amp; @pizzamannion join @MattBesser for a #GameOfThrones finale reunion special! #GameOfThronesFinale 

Listen to it here: https://t.co/YR7QTKtcMr https://t.co/gQW9C7tkUB"
451,le_barrios,2019-05-26 16:00:32,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
452,ericardez,2019-05-26 16:00:12,"RT @FoldableHuman: Say what you will about the #GameOfThronesFinale, the John Hughes homage was a bold choice to end on. https://t.co/kKJrJ "
453,alpohx,2019-05-26 15:57:59,RT @Guszkoch: Meu deus Sansa Perfeitaaaaaaaaaaaaaaa defendendo o Norte como deve ser!! #GameOfThronesFinale https://t.co/2Y4IWRVAke
454,RecruitingGuy,2019-05-26 15:57:51,"RT @FoldableHuman: Say what you will about the #GameOfThronesFinale, the John Hughes homage was a bold choice to end on. https://t.co/kKJrJ "
455,cynthiateresaa,2019-05-26 15:57:06,"RT @DitjenPajakRI: jono salju x diana tarigan

#GameOfThronesFinale"
456,rmounmaicucou,2019-05-26 15:56:28,RT @Cat_anne: I wonder if they did that because so many people were saying  What will we do when it s over?  Meh... #GameOfThronesFinale
457,sarahi_flores03,2019-05-26 15:56:16,"RT @BasileiaSnow: Me encanta este v deo en el que se ve el guion de la que es para m , la mejor batalla que se ha hecho en Juego de Tronos "
458,patrycjabvb_,2019-05-26 15:55:18,"Chcia by kto  f4f na instagramie? Podawajcie nazwy, zaczn   

#EUROVISION    #mojinstagram #wywiadztwitterowiczami #100pytan #tweetme #GameOfThronesFinale #TheFinalEpisode #DzienMatki #katolickieparty"
