index,screen_name,created_at,text
2932,taralipinski,2018-04-12 22:16:10,It s Coachella weekend. I am not going and I d rather not talk about it. So here s a #tbt with my wife  
2933,taralipinski,2018-04-15 01:12:26,It s like I m there. I m totally not upset about it. And I m definitely not upset that I won t  
2934,taralipinski,2018-04-15 22:47:38,Girls only weekend. Oh and Dublin too.             @chelseakruse #friendstime 
2935,taralipinski,2018-04-16 17:54:36,US. @JohnnyGWeir Can t wait for more @TaraandJohnny shenanigans.    
2936,taralipinski,2018-04-17 15:39:58,   through Lexington Kentucky.   #Lexington #Kentucky 
2937,taralipinski,2018-04-18 00:48:35,Pic 1. When @rutledgewood wins all the stuffed animals in the claw machine and I confidently think I can as well. A  
2938,taralipinski,2018-04-19 22:05:16,Baby Tara learning how to ice skate. I m quite impressed with my holiday attire.   #festive #figureskating #tbt 
2939,taralipinski,2018-04-20 14:12:44,Checked in with one my favorite sites @ringer and gave my take on #Cavs-Pacers series. My love for LeBron runs deep  
2940,taralipinski,2018-04-22 00:17:47,Tonight I sat in movie theater and watched Todd s doc premiere at @tribeca. I could go on and on about how talented  
2941,taralipinski,2018-04-23 00:36:12,Liv is 1 today! It s a good Sunday when you get to see both your godchildren. I love watching these two grow up...j  
2942,taralipinski,2018-04-24 15:03:00,@KarinDillahey Love this!   
2943,taralipinski,2018-04-25 23:19:28,Sometimes you just need to lay down on the ground and take a selfie.     
2944,taralipinski,2018-04-26 02:15:21,Yes. So ridiculous!!!!!!!!! 
2945,taralipinski,2018-04-27 00:23:46,I m just wishing I was back on this boat. We had a stroke of good luck at the hands of a nice Italian man who felt  
2946,taralipinski,2018-04-27 21:52:43,"RT @jga41agher: It s a Thunder Heavy !!!!NBA DESKTOP!!!! w/ @netw3rk Who gone?, queen @akdobbins on why Melo is bad, KANTER WTFYD?, mavs l "
2947,taralipinski,2018-04-27 22:07:46,"My form of meditation. Sun,book and a really cute furry footrest while my mind is running a mile a minute.       "
2948,taralipinski,2018-04-29 18:32:11,RT @Insider6ix: LeBron James  I m playing the whole game  
2949,taralipinski,2018-04-30 04:02:25,In the Bu with my boo.  @toddkap #malibu #california #sunday 
2950,taralipinski,2018-04-30 17:22:30,RT @TaraandJohnny: We re recording a new podcast episode today.   
2951,taralipinski,2018-05-01 23:07:55,It s that time again. I m heading to Kentucky tomorrow for the Derby! Bring on the horses and hats and juleps.      
2952,taralipinski,2018-05-02 01:34:04,The fam is ready. 2nd round. @toddkap not pictured because he doesn t have a jersey.  @cavs #playoffs @kingjames    
2953,taralipinski,2018-05-02 18:38:30,@Trinity_Tretons @JohnnyGWeir You should totally unfollow me. Have a great day!
2954,taralipinski,2018-05-03 16:50:30,Struttin  into Derby weekend.  by @bronxandbanco @harperspr 
2955,taralipinski,2018-05-03 18:21:59,Well this was amazing! We had so much fun with these kids at Semple Elementary. Adorable is an understatement. 
2956,taralipinski,2018-05-04 00:25:29,#LeBronto  
2957,taralipinski,2018-05-04 18:42:00,On Oaks Day we wear pink!   Dress by @bronxandbanco Fascinator by @camhatsnyc    #oaksday #kentuckyderby 
2958,taralipinski,2018-05-04 23:51:44,Ruffling feathers backstage @johnnygweir #kyderby #danceparty #triller 
2959,taralipinski,2018-05-05 12:46:35,RT @JohnnyGWeir: Find that light. So excited for @KentuckyDerby on this rainy Saturday! | @taralipinski @TaraandJohnny  
2960,taralipinski,2018-05-05 13:00:24,Another day with my peacock family. @nbcsports Happy Derby Day!     #derbyday #kentuckyderby 
2961,taralipinski,2018-05-05 15:25:56,No wonder the grass is so green.      dress by @georgycollection #kyderby #derbyday @harperspr 
2962,taralipinski,2018-05-06 12:15:03,Just a stroll down the red carpet at our 4th Kentucky Derby. So lucky to have my @johnnygweir by side through all t  
2963,taralipinski,2018-05-06 21:37:54,Missing these people. Events go by so quickly. The days feel so long in the moment and then it s all over in a blin  
2964,taralipinski,2018-05-07 22:36:21,Mama and me   
2965,taralipinski,2018-05-10 19:37:33, New York    
2966,taralipinski,2018-05-13 15:39:31,There are so many things I admire about my mom. The list could go on and on. Today she is once again reminding me o  
2967,taralipinski,2018-05-14 15:18:44,   to the other coast.   #Mood 
2968,taralipinski,2018-05-17 22:48:28,I ve started a new workout! I ve tried so many workouts over the years but pilates and I have never really clicked  
2969,taralipinski,2018-05-21 19:02:09,Dublin and I are off to a slow start this Monday. And I like it.    #monday #snuggles #flatcoatedretriever 
2970,taralipinski,2018-05-23 19:16:52,A few weeks ago I told you the good news that @johnnygweir and I had a new series we were working on for  
2971,taralipinski,2018-05-23 20:59:43,@kirbiejohnson Hey now!  
2972,taralipinski,2018-05-23 21:01:25,@hcisyourfriend @JohnnyGWeir Yes!
2973,taralipinski,2018-05-23 21:01:44,@cja1952 @JohnnyGWeir @FoodNetwork You crack me up! Haha. Have a great day!
2974,taralipinski,2018-05-29 02:28:01,The long weekend is over but the dance party continues. @chelseakruse Thank you @ryanmckee90 what a blast!  
2975,taralipinski,2018-06-01 02:52:00,"RT @LaffitPincayTV: A salute to the King s biggest fan @taralipinski- waking up the dead derby  night as Lebron sent Raptors packing, Game "
2976,taralipinski,2018-06-01 02:52:49,@LaffitPincayTV @KellyMc73636253 I m screaming once again in my living room right this second. Go LeBron!!!!
2977,taralipinski,2018-06-01 02:54:02,@patmuldowney Agreed
2978,taralipinski,2018-06-09 00:58:46,Well it IS #nationalbestfriendday      @chelseakruse My besties bring so much laughter and light to my life.I could  
2979,taralipinski,2018-06-09 23:43:26,@c_woodside Thank you!!! He outdid himself
2980,taralipinski,2018-06-09 23:58:12,RT @terrygannon83: 18 years later @taralipinski gets her high school prom (courtesy of @ToddKap) while Lisa and I set the record for most y 
2981,taralipinski,2018-06-10 04:54:14,"I know, I know another post. But I just can t  "
2982,taralipinski,2018-06-10 04:54:32,Last night was one of the most memorable nights  
2983,taralipinski,2018-06-10 17:51:06,@ShadeGlobal Thank you!
2984,taralipinski,2018-06-10 18:10:27,I m feeling like a pretty lucky birthday girl!   @Toddkap 
2985,taralipinski,2018-06-10 23:47:12,"As a part of my prom surprise, @toddkap figured out a way to get  his high school to make me a letterman jacket!It   "
2986,taralipinski,2018-06-11 00:10:01,@starsonice So many great SOI memories!
2987,taralipinski,2018-06-11 17:13:09,Happy Monday everyone!  Finally feels like summer here in California. Loving every warm minute of it. #Monday  
2988,taralipinski,2018-06-14 04:12:02,@yodaveholstein       
2989,taralipinski,2018-06-14 15:44:28,Later LA    Dreaming of touching down at our first destination of summer vacation! Can anyone guess where we are go  
2990,taralipinski,2018-06-15 19:26:56,We ve made it to our first destination of our vacation. Greece!    I ve been to so many places in this beautiful co  
2991,taralipinski,2018-06-16 14:31:21,When you re standing at the edge of the dock with a view like this- just 15 ft from your hotel room- it only seems  
2992,taralipinski,2018-06-16 18:40:30,Happy. @ToddKap    
2993,taralipinski,2018-06-16 20:53:19,Not our typical Saturday night dinner. Who thinks Greece has the best sunsets?         #Greece #TNTravels @toddkap  
2994,taralipinski,2018-06-17 13:15:30,Axelin  into the Mediterranean. I normally like my H20 frozen but I ll make an exception for Greece. 
2995,taralipinski,2018-06-17 19:35:44,I am so grateful to be your daughter. I imagine  
2996,taralipinski,2018-06-18 04:31:13,@Traciellen1 @Scotcombs4 @Traciellen1 you could always unfollow me?
2997,taralipinski,2018-06-18 08:51:03,"Last night I can home with salty hair, sunburnt shoulders and a tired sea legs from treading water. The ultimate su  "
2998,taralipinski,2018-06-19 11:50:59,Todd is the one who usually flawlessly executes the surprises/special days in the relationship. But I got to turn t  
2999,taralipinski,2018-06-19 18:02:19,"Guys, two exciting projects that I can t wait for you to see. First, Jim Carrey....what?! Dead. And....@johnnygweir  "
3000,taralipinski,2018-06-19 21:42:35,@patmuldowney  
3001,taralipinski,2018-06-20 23:30:11,So we need a selfie stick.  
3002,taralipinski,2018-06-21 13:34:12,Running into Thursday of anniversary week like...  
3003,taralipinski,2018-06-21 14:35:54,"RT @JohnnyGWeir: If you enjoy butter, unicorns, competitive piping, sky high cake construction and artistic breakthroughs, you re going to "
3004,taralipinski,2018-06-21 22:45:01,"Day 2 of Provence St. Remy, Arles,Avignon,S nanque Abbey  "
3005,taralipinski,2018-06-22 06:28:54,RT @ManeetChauhan: On #NationalSelfieDay2018 here is one of my favorite pics of @randyfenoli taking a selfie @DavidTutera @thebutterend on 
3006,taralipinski,2018-06-22 17:19:41,"4 days away from the premiere of #WeddingCakeChampionship @foodnetwork. Monday, June 25th at 9pm   the 1st episode  "
3007,taralipinski,2018-06-22 19:38:10,This is not photoshopped. #France    
3008,taralipinski,2018-06-23 17:14:26,Feelin  France.      
3009,taralipinski,2018-06-23 23:14:44,Happy #olympicday To all the Olympians that I looked up to as a little girl with hopes of skating over those 5 ring  
3010,taralipinski,2018-06-24 15:52:16,There is only one happiness in life- to love and to be loved.I love loving you and I love the way you love me. I ca  
3011,taralipinski,2018-06-24 18:18:21,Anniversary ready! 
3012,taralipinski,2018-06-24 21:08:07,TNT 
3013,taralipinski,2018-06-25 09:45:39,I had to share this. Long story short... the night Todd proposed to me he got so nervous he dropped to one knee and  
3014,taralipinski,2018-06-25 15:05:55,Tonight is the night!!!! Series premiere #WeddingcakeChampionship 9/8c on @foodnetwork  Tune in and comment on here  
3015,taralipinski,2018-06-25 15:26:24,@patmuldowney @ToddKap Thanks Pat! love you!
3016,taralipinski,2018-06-25 15:26:30,"RT @patmuldowney: Your first year in the books. Your wedding was one of the most fun weeks of our lives, here's to decades more to come. Ha "
3017,taralipinski,2018-06-25 21:12:59,RT @TVInsider: He Said / She Said with @taralipinski &amp; @JohnnyGWeir 
3018,taralipinski,2018-06-25 22:23:47,Tonight! 9/8c on the FoodNetwork! Series Premiere. Wedding Cake Championship. Comment and let me know what you thin  
3019,taralipinski,2018-06-26 07:36:48,@Lesdoggg @JohnnyGWeir @FoodNetwork Xoxoxoxoxoxo
3020,taralipinski,2018-06-26 07:42:10,@GlennBattishill @MissyBee37   
3021,taralipinski,2018-06-26 07:43:36,"RT @FoodNetwork: Give a warm welcome to our fabulous hosts, @TaraLipinski &amp; @JohnnyGWeir #WeddingCakeChampionship "
3022,taralipinski,2018-06-26 22:00:26,South of    
3023,taralipinski,2018-06-29 01:32:11,We out      You were good to us! 
3024,taralipinski,2018-06-29 01:32:17,RT @JohnnyGWeir: Can t wait for Monday night s episode of #weddingcakechampionship! It s all about destination wedding cake realness! Churr 
3025,taralipinski,2018-06-30 23:20:19,Annual #July4th Tribe Trip.       @chelseakruse @debsvarc @jillmordy @amandakoch21    
3026,taralipinski,2018-07-01 14:50:23,"Look at me just meddling with their cake. But when Rice Krispies are involved how can I not...              2nd E  "
3027,taralipinski,2018-07-02 15:18:55,RT @FoodNetwork: .@taralipinski &amp; @JohnnyGWeir are back for another week of over-the-top wedding cakes on an all-new #WeddingCakeChampionsh 
3028,taralipinski,2018-07-02 15:21:40,Happy Birthday to my partner in crime and to my best friend who never lets me go it alone. I hope this year brings  
3029,taralipinski,2018-07-03 02:25:22,"Riding with my ride or dies   @chelseakrusefit debsvarc amandakoch21 dtlally @ Kiawah Island, South Carolina "
3030,taralipinski,2018-07-04 21:29:17,My little firecrackers #4thofjuly #happy4th 
3031,taralipinski,2018-07-06 17:13:10,I m just pretending you are still here @chelseakruse (yes floating in a dog bed) 
3032,taralipinski,2018-07-06 20:44:30,Oh it s #internationalkissingday We got this covered.  @Toddkap 
3033,taralipinski,2018-07-06 20:44:32,         
3034,taralipinski,2018-07-07 17:44:37,Happy Birthday to this handsome guy! @toddkap In my vows I said  That initial  falling in love  phase is actually j  
3035,taralipinski,2018-07-09 18:46:17,"A brand new episode of #weddingcakechampionship is on tonight!!! This might be my favorite episode yet. Yes, probab  "
3036,taralipinski,2018-07-10 02:17:17,RT @FoodNetwork: Dog on the loose! #WeddingCakeChampionship 
3037,taralipinski,2018-07-12 18:38:12,Tune in! 
3038,taralipinski,2018-07-12 23:46:33,@DDirecto so fun!   
3039,taralipinski,2018-07-12 23:59:12,Miss moonwalking on the ice. Actually just miss the ice. You know when it s time. It s time to go home.   #home 
3040,taralipinski,2018-07-16 20:09:14,RT @JohnnyGWeir: The cake-tastic FINALE of #WeddingCakeChampionship is TONIGHT! Find out which team wins this incredible competition at ton 
3041,taralipinski,2018-07-17 03:38:52,@edenlane @FoodNetwork @JohnnyGWeir @TaraandJohnny   
3042,taralipinski,2018-07-17 03:39:30,RT @FoodNetwork: .@taralipinski's husband @ToddKap joins the crew for the finale of #WeddingCakeChampionship NEXT at 9|8c!  
3043,taralipinski,2018-07-17 03:40:10,@meganoffortune @JohnnyGWeir   
3044,taralipinski,2018-07-19 15:08:59,I m shocked and incredibly saddened to wake up to the news of Denis Ten passing. I can t believe it. He was one of  
3045,taralipinski,2018-07-19 15:15:17,Denis Ten. A performance to always remember.  
3046,taralipinski,2018-07-22 20:18:07,@jmy143 @TaraandJohnny This made me laugh!!! Love it
3047,taralipinski,2018-07-25 02:21:25,Weeeeee! @johnnygweir and I got some good news today!!!! Since we can t tell you just yet go ahead and give me your  
3048,taralipinski,2018-07-26 19:54:28,Throwing back to how we spent our last day of vacation in France. I wouldn t change a thing. Other than the color o  
3049,taralipinski,2018-07-27 20:42:56,RT @peopletv: .@taralipinski shares why her dog Dublin changed her life and why he gives the best welcome home kisses!   Watch more on #Pup 
3050,taralipinski,2018-07-29 00:13:00,It s #nationaldanceday Does dancing on ice count?   Happy Saturday! 
3051,taralipinski,2018-08-02 16:20:05,"All of you know I love my fitness classes. I ve had obsessions with spin, weight training, barre, running and the l  "
3052,taralipinski,2018-08-09 19:34:39,Sometimes you learn some of life s lessons from the most unexpected sources. I m glad that at a very young age this  
3053,taralipinski,2018-08-10 21:57:32,"I m incredibly proud to join a group of strong,beautiful women in Good American s #GoodSquad #Repost @goodamerican  "
3054,taralipinski,2018-08-10 21:58:00,RT @goodamerican: Talk about a GOOD AMERICAN! Welcome Olympic Figure Skating champion-turned-superstar sports broadcaster @taralipinski to 
3055,taralipinski,2018-08-11 17:19:48,I m so excited to be part of the #goodsquad with @goodamerican Their new work out line is incredible &amp; I m honored  
3056,taralipinski,2018-08-11 17:54:44,RT @goodamerican: Your weekend is about to get even better  @taralipinski of the #goodsquad is taking over our Insta stories TODAY! Follow 
3057,taralipinski,2018-08-19 18:58:45,We love you Ally! With your quintessential #Leo personality it s quite the challenge to surprise you but we pulled  
3058,taralipinski,2018-08-22 17:31:54,Wednesday Mood   #babaytara 
3059,taralipinski,2018-08-23 23:58:11,"#TBT Why are Barbie s bangs better than mine? How did she get two medals Did she steal Ken s? Why did they cut out  "
3060,taralipinski,2018-09-02 03:41:21,Bride in the box. 
3061,taralipinski,2018-09-03 17:52:52,Nothing was funny. It s very unfunny that amandakoch21 bachelorette weekend is over. It s especially unfunny that s  
3062,taralipinski,2018-09-06 18:48:00,Dave fricken Matthews! For those of you who know me there is no caption needed. For everyone else he is my favorite  
3063,taralipinski,2018-09-07 17:44:46,"Here s a flashback for ya! I had it rough. I rode in the trunk, got dragged by the dog and was snitched on by Chery  "
3064,taralipinski,2018-09-10 03:35:57,I m so excited that #Kidding premieres tonight! I don t come in for a few episodes but I m still in shock that I m  
3065,taralipinski,2018-09-10 23:04:52,Free cake for anyone who guesses what s happening right now! @JohnnyGWeir 
3066,taralipinski,2018-09-10 23:05:18,@yodaveholstein    
3067,taralipinski,2018-09-12 14:39:28,That was a wrap on Day 2...somehow only a few hours later it s Day 3. How many hours constitute a night of sleep?    
3068,taralipinski,2018-09-12 14:41:22,Incredible. 
3069,taralipinski,2018-09-12 14:41:48,RT @JohnnyGWeir: Back at it. Living and loving our best lives. @taralipinski @TaraandJohnny @FoodNetwork #taraandjohnny  
3070,taralipinski,2018-09-12 14:42:05,@SummerSanders_     
3071,taralipinski,2018-09-15 21:39:08,@LaceFitzgerald You should have said hello!!! Xo
3072,taralipinski,2018-09-15 21:40:07,@whatzoebakes @JohnnyGWeir       
3073,taralipinski,2018-09-15 22:05:09,Season 2! Who watched #weddingcakechampionship Season 1?! I d love to hear your thoughts and comments....     We lo  
3074,taralipinski,2018-09-16 19:33:14,Another day in the kitchen.   by @dressthepopulation   @foodnetwork #weddingcakechampionship #weddingcake 
3075,taralipinski,2018-09-16 19:33:20,Cute! 
3076,taralipinski,2018-09-19 23:18:54,RT @TaraandJohnny: I don t know about you J but I m missing February for so many reasons....~ T #olympics #memories @terrygannon83 @johnnyg 
3077,taralipinski,2018-09-20 16:00:25,Throwing back to my 6 year old self at my very first ice skating competition. Just a few months on the ice after sw  
3078,taralipinski,2018-09-21 23:35:47,Here is my bride to be but now she s officially a Mrs!    @lmc6188 
3079,taralipinski,2018-09-23 06:42:01,Beyonce and Jay Z @KelliHurley 
3080,taralipinski,2018-09-28 16:06:34,That Friday kinda feeling. @goodamerican 
3081,taralipinski,2018-10-02 17:29:09,October means one thing. I get to put my headset back on. Skating is back in full swing!   courtesy of @ringer 
3082,taralipinski,2018-10-03 20:44:08,Rome n around with my soul sisters. 
3083,taralipinski,2018-10-07 16:06:07,What happens when we try to mix it up from our usual go to pose. Todd pulls out the air pistols and I uncontrollabl  
3084,taralipinski,2018-10-08 10:09:01,"RT @SHOKidding:  Melting   s, freezing   .  Welcome to #Kidding, @taralipinski!   #Kidding #Showtime "
3085,taralipinski,2018-10-08 15:10:29,"After a decade, I m back in Paris.    Restaurant, bars, really any suggestions are welcome! "
3086,taralipinski,2018-10-08 15:24:09,@MMonticolo Thank you!
3087,taralipinski,2018-10-08 19:15:02,Thank you Dave! The warped version of myself is much more interesting than everyday Tara. Haha. 
3088,taralipinski,2018-10-09 23:48:00,2/3 of us 1/3 of Eiffel Tower. @toddkap @ Tour Eiffel 
3089,taralipinski,2018-10-10 22:44:45,"Au revoir Paris! I already miss your chocolate croissants.   @ Paris, France "
3090,taralipinski,2018-10-11 19:22:40,"Yup, just me and Jim Carrey and Jim Carrey s head. Who is watching @shokidding ??? I m still in shock that I m part  "
3091,taralipinski,2018-10-12 01:38:29,@JohnnyGWeir The last time you told me  he has brought us good weather 
3092,taralipinski,2018-10-13 15:58:58,Last week at this time in    @chelseakruse and I were serving our best menswear looks in between fits of Chardonnay  
3093,taralipinski,2018-10-13 17:28:20,Can t wait for a new episode Sunday!!!! #kidding 
3094,taralipinski,2018-10-15 02:43:27,My outfit tho  Who s tuning in for an all new episode of Kidding today?! Do you guys like the show? #kidding  
3095,taralipinski,2018-10-15 02:44:29,"RT @SHOKidding: Coo-coo-ka-choo!   @taralipinski Tara-keet is a bad, bad, bird! Who taught her these naughty words?! #Kidding #Showtime htt "
3096,taralipinski,2018-10-15 03:01:43,@gingerthejester @SHOKidding         
3097,taralipinski,2018-10-18 20:59:37,@thegroman @SHOKidding   
3098,taralipinski,2018-10-21 02:17:12,RT @JohnnyGWeir: Dropped T. Feeling guilty. @taralipinski @TaraandJohnny 
3099,taralipinski,2018-10-21 17:24:47,Throwing it back to another Skate America many years ago with Michelle. To this day fans get all fired up about our  
3100,taralipinski,2018-10-22 02:24:57,@kwanette @MichelleWKwan Wow! I ve never seen this!   
3101,taralipinski,2018-10-22 02:25:25,@sixsillysnails @JohnnyGWeir   
3102,taralipinski,2018-10-22 02:32:03,Skating season has begun! I love being back in the booth with these two guys. How did I get so lucky? @johnnygweir  
3103,taralipinski,2018-10-22 02:34:29,@AliceMMaddocks @JohnnyGWeir @terrygannon83 Every weekend on NBC! check us out.
3104,taralipinski,2018-10-23 18:52:27,RT @Adaripp: @TuktikLiza THANK YOU FOR SPEAKING OUT. This is awful and uncalled for. In 2018 this kind of talk is UNACCEPTABLE. Our skating 
3105,taralipinski,2018-10-25 20:47:50,Leaving sunny hot LA   today for some New York sweater weather . #tbt To my cozy West Village fall days. #nyc  
3106,taralipinski,2018-10-26 18:23:00,@nathancheta   
3107,taralipinski,2018-10-26 22:29:00,NYC Whats your favorite neighborhood? Obviously the right answer is West Village but I won t judge. 
3108,taralipinski,2018-10-27 04:11:25,@sndavis15 @TaraandJohnny Yes!
3109,taralipinski,2018-10-28 01:17:34,@ChriSteltz @JohnnyGWeir Love it!
3110,taralipinski,2018-10-29 22:24:17,RT @lastcallcd: We ve got @taralipinski talking about @SHOKidding on tonight s Last Call with @CarsonDaly! Tune in on @NBC! #Showtime #Kidd 
3111,taralipinski,2018-10-29 22:24:25,"RT @SHO_PR: Tonight, don't miss @taralipinski on @lastcallcd chatting about @SHOKidding! "
3112,taralipinski,2018-10-30 21:29:34,Post Workout. That s what friends are for.      
3113,taralipinski,2018-10-31 19:31:49,Love! 
3114,taralipinski,2018-10-31 19:35:33,"RT @JohnnyGWeir: Happy Halloween! As a special treat, here s one of the funniest cosplay parodies I ve seen of me &amp; @taralipinski! When T &amp; "
3115,taralipinski,2018-11-01 03:00:48,So good! 
3116,taralipinski,2018-11-01 03:07:27,I now openly talk about my love for @KingJames in interviews. It s a problem.   
3117,taralipinski,2018-11-01 03:11:19,@KristineLeahy Had such a great time!
3118,taralipinski,2018-11-01 03:11:42,"Halloween 2018.    Chicken sandwiches  , chardonnay  and our couch  Pretty perfect.   @toddkap #halloween "
3119,taralipinski,2018-11-01 20:39:34,A throwback to one of my favorite tour programs with the legendary Kurt Browning and choreographed by the incredibl  
3120,taralipinski,2018-11-02 22:05:14,"RT @etnow:   @taralipinski pairs up with @JimCarrey in this #Kidding exclusive."
3121,taralipinski,2018-11-03 00:50:39,Heading back to the east coast to talk skating with my boy. @johnnygweir Skating season is my favorite season.   Wh  
3122,taralipinski,2018-11-03 20:09:20,Talking skating today and missing my husband so clearly I need to post this video my husband made of me skating.     
3123,taralipinski,2018-11-04 06:42:27,RT @ziyatong: We could all learn a lesson from this baby bear: Look up &amp; don't give up. 
3124,taralipinski,2018-11-05 23:06:36,"RT @SHOKidding: Careful friend, if you stop watching, she ll (@taralipinski) fall down!   #Kidding #Showtime "
3125,taralipinski,2018-11-06 22:14:37,His hair is goals. I am trying to steal his shine here. I still lost and always will. My handsome boy!   
3126,taralipinski,2018-11-08 06:38:08,@johnmichaeliam Thank you!
3127,taralipinski,2018-11-08 17:26:55,"A throwback to my years on Stars on Ice. How I loved this process! I m not sure which I loved more,the weeks of reh  "
3128,taralipinski,2018-11-08 17:34:57,@SandraBezic @KurtBrowning
3129,taralipinski,2018-11-08 22:11:33,"Okay. I got a lot of messages for the final product! Backstory. Kurt played a clown and well, I fell in love with t  "
3130,taralipinski,2018-11-09 21:44:53,Who s ready for another episode of Kidding this weekend? Who is watching the show??? What do you think? @shokidding 
3131,taralipinski,2018-11-09 22:16:15,@MrHatnScars @SHOKidding Hahaha yeah pretty rough
3132,taralipinski,2018-11-09 22:27:20,@mickyd1995 @SHOKidding Gotta watch this Sunday!
3133,taralipinski,2018-11-11 00:54:01,"RT @JohnnyGWeir: Join me, @taralipinski &amp; @TanithWhite tomorrow on @nbc for our coverage of Grand Prix Japan at 12Eastern. Incredibly skate "
3134,taralipinski,2018-11-11 00:54:45,@TuktikLiza @JohnnyGWeir @TanithWhite @nbc @rika_kihira Oh I follow you! I wouldn t miss your tweets. #empress
3135,taralipinski,2018-11-11 17:48:17,Skating is on! Tune in now on NBC! @johnnygweir and I bring you coverage of #nhktrophy @TanithWhite #nhktrophy2018  
3136,taralipinski,2018-11-13 02:19:08,I have my party hat on. Can you guess what I was doing today?   #glam @makeupbynikkilarose 
3137,taralipinski,2018-11-13 22:21:58,@HeyBuckHey Aww. Thank you!!!!
3138,taralipinski,2018-11-14 01:31:07,Skating makes me happy. That s all. 
3139,taralipinski,2018-11-15 03:37:51,I will file this under one of the coolest things I ve ever had the opportunity to do. I mean Family Guy!!! What?! T  
3140,taralipinski,2018-11-15 19:47:21,My very first time on the ice!! I wish I have a memory of this exact moment but from the look on my face it must ha  
3141,taralipinski,2018-11-15 20:43:42,RT @JohnnyGWeir: We re going for the gold Sunday night on @FamilyGuyonFOX at 9/8c on @foxtv! Things are not always as they seem! SO EXCITED 
3142,taralipinski,2018-11-15 21:36:53,@Adaripp @FOXTV @JohnnyGWeir @FamilyGuyFox   
3143,taralipinski,2018-11-16 13:01:41,Yuzuru Hanyu -Highest scoring Short Program in the world so far this season. #rostelecom2018 #YuzuruHanyu And once  
3144,taralipinski,2018-11-16 21:13:01,Not your normal day in the office.   @johnnygweir 
3145,taralipinski,2018-11-16 21:14:29,Not your normal day in the office.  @johnnygweir 
3146,taralipinski,2018-11-17 21:49:58,Soccer Aunt    
3147,taralipinski,2018-11-18 17:19:04,These two school teachers are telling you to turn on @Nbc now! Figure Skating is on.   #rostelecomcup2018  
3148,taralipinski,2018-11-19 01:18:58,Tonight is the night! I usually don t do pairs but I made an exception for Stewie. Tune in tonight at 9/8C on  
3149,taralipinski,2018-11-19 18:30:35,Doesn t feel like a Monday to me this Thanksgiving week! Just walking on _____  over here. For all my skating fans  
3150,taralipinski,2018-11-21 00:33:34,@JohnnyGWeir @bryantparknyc @BankofAmerica Queen of Bryant park
3151,taralipinski,2018-11-22 17:13:58,Happy Thanksgiving! Time to turn on @nbc for The National Dog Show!      #thanksgiving #thenationaldogshow @ Rocky  
3152,taralipinski,2018-11-22 18:12:41,@GlennBattishill @MissyBee37 @JohnnyGWeir Love this!  
3153,taralipinski,2018-11-22 18:13:13,@BetsyKling @JohnnyGWeir @nbc   
3154,taralipinski,2018-11-22 18:14:19,@jasongay @JohnnyGWeir    
3155,taralipinski,2018-11-23 16:00:32,Skating is on this weekend! 
3156,taralipinski,2018-11-25 21:18:15,Time to turn on @NBC for some skating!   Who s watching and what do you think of the skating? 
3157,taralipinski,2018-11-25 21:28:17,@JohnnyGWeir @Eagles Go birds!!@JohnnyGWeir
3158,taralipinski,2018-11-27 19:36:40,MOOD. Me currently. #xmasshopping      
3159,taralipinski,2018-11-29 03:24:19,In the spirit. Who else gets irrationally excited to stay home and snuggle on the couch just so you can stare at yo  
3160,taralipinski,2018-11-29 19:21:36,Today marks another day we didn t wake up in the Maldives. #tbt A @toddkap original. #maldives @ Maldives 
3161,taralipinski,2018-11-30 22:04:22,Flashin  back to that time we hosted the Closing Ceremony at an Olympic Games....like what?!   My dream team  
3162,taralipinski,2018-12-02 22:13:41,Todd s first time to Disneyland. My zillion-th time. #Disneyland @Disneyland @toddkap  #holidaysbeginhere 
3163,taralipinski,2018-12-03 03:16:33,I don t want to leave! Thank you @disneyland for this magical day.       What s your favorite attraction at Disneyl  
3164,taralipinski,2018-12-03 03:17:19,@DreamyPopLover @JohnnyGWeir @TaraandJohnny We miss it too!!
3165,taralipinski,2018-12-04 04:04:15,Had to learn a few new things on the job today. Luckily I met someone who knew a thing or two about #gaming @ninja  
3166,taralipinski,2018-12-04 20:44:49,Hey @scotthamilton84 Do you remember this?! I was getting my autograph at a Stars on Ice show. Little did I know 7  
3167,taralipinski,2018-12-05 01:37:48,@ScottHamilton84 Good idea! I can always pull that out for the next derby.
3168,taralipinski,2018-12-06 15:39:31,Congratsssss        
3169,taralipinski,2018-12-06 19:12:18,#fbf Heading back to my partner in crime today to cover some more skating this weekend.  Goodness I miss these past  
3170,taralipinski,2018-12-11 19:59:24,Happy Birthday to this ray of sunshine. @chelseakrusefit I m so lucky to have a friend like you!   We ll be friends  
3171,taralipinski,2018-12-12 23:04:05,"  To all my skaters out there- fav spin? Even though I m not doing one here, sit  was my favorite.   #figureskating "
3172,taralipinski,2018-12-15 17:47:12,@beautyinhistime   
3173,taralipinski,2018-12-17 00:35:53,Tis the season. The softest onesies ever.      @aerie @chelseakruse 
3174,taralipinski,2018-12-20 20:10:43,Countdown to Christmas days in our cozy Montana cabin.       #montana #cozy #cabin 
3175,taralipinski,2018-12-22 20:10:42,I feel like Mars is calling my name.    
3176,taralipinski,2018-12-23 16:23:58,Only a few more hours and we will be in Montana! Dubby is already there and probably sleeping on that very couch ri  
