,screen_name,created_at,text
165,CNN,Fri Apr 19 22:50:07 +0000 2019,"The Ohio man who allegedly claimed to be Timmothy Pitzen, a boy who disappeared in 2011, pleaded not guilty to fede… https://t.co/DhXWpgkCIU"
166,CNN,Fri Apr 19 22:40:06 +0000 2019,"April's full moon, known as the Pink Moon, is set to premiere on Friday https://t.co/oL1ErRxuSP https://t.co/qvx3NnRWpN"
167,CNN,Fri Apr 19 22:30:00 +0000 2019,These Adidas running shoes are 100% recyclable. The Futurecraft.loop shoes are made from plastic garbage from the o… https://t.co/kKHgmDWXuU
168,CNN,Fri Apr 19 22:23:07 +0000 2019,The number of yearly measles cases in the US jumped to the second-highest level in 25 years. Pediatrician Dr. Alok… https://t.co/x12Ut1C8rK
169,CNN,Fri Apr 19 22:20:06 +0000 2019,Salt Lake Temple will shut its doors by the end of the year and remain closed for the next four years as major reno… https://t.co/0Vkot8SUvG
170,CNN,Fri Apr 19 22:10:03 +0000 2019,Mueller's report looks bad for Obama | @ScottJenningsKY for @CNNopinion https://t.co/2ZlEn1rK7f https://t.co/iDhYOGv63k
171,CNN,Fri Apr 19 22:00:03 +0000 2019,"South Carolina fifth-grader Raniya Wright, who died last month after a fight at her elementary school, died of a bl… https://t.co/umYb3DRK3r"
172,CNN,Fri Apr 19 21:50:01 +0000 2019,There is a widening divide between what Attorney General William Barr has said publicly about the special counsel's… https://t.co/0NlM8z7tBj
173,CNN,Fri Apr 19 21:40:05 +0000 2019,Florida Rep. Matt Gaetz hires a former White House speechwriter who attended a 2016 conference featuring several wh… https://t.co/Wtj4Zo9tI4
174,CNN,Fri Apr 19 21:30:09 +0000 2019,Democratic Rep. Alexandria Ocasio-Cortez of New York is planning to visit Kentucky soon despite being uninvited by… https://t.co/iU1gLgZGdb
175,CNN,Fri Apr 19 21:20:09 +0000 2019,"Mali's Prime Minister Soumeylou Boubèye Maïga and his entire government have resigned, said the country's secretary… https://t.co/9eHg9ChK54"
176,CNN,Fri Apr 19 21:00:09 +0000 2019,A journalist's murder has brought a moment of unity that Northern Ireland must seize | Analysis by Nic Robertson… https://t.co/0Uglwgdl1J
177,CNN,Fri Apr 19 20:50:03 +0000 2019,More than half of the individual contributions to Democrats during the January-to-March fundraising period came in… https://t.co/oRccrr3PCK
178,CNN,Fri Apr 19 20:40:20 +0000 2019,Sen. Elizabeth Warren has called on the House of Representatives to begin impeachment proceedings against President… https://t.co/EGKwnXPZeu
179,CNN,Fri Apr 19 20:30:07 +0000 2019,"Disney's awesome month is about to get even better. ""Avengers: Endgame"" is on track to become the highest-grossing… https://t.co/rRK1AevqW1"
180,CNN,Fri Apr 19 20:26:00 +0000 2019,JUST IN: Sen. Elizabeth Warren has called on the House of Representatives to begin impeachment proceedings against… https://t.co/4rmYswwBlb
181,CNN,Fri Apr 19 20:20:03 +0000 2019,California authorities are searching for a teenager who was last seen in the company of her mother and a man -- bot… https://t.co/SeKfG1ZPal
182,CNN,Fri Apr 19 20:17:08 +0000 2019,A redacted version of the Mueller report is finally out. CNN's Chris Cillizza breaks down what he's found.… https://t.co/cXumoe7ltG
183,CNN,Fri Apr 19 20:10:03 +0000 2019,"Dating apps Tinder and Bumble removed George Zimmerman, who killed 17-year-old Trayvon Martin in 2012, from their p… https://t.co/HXIbTPuUD0"
184,CNN,Fri Apr 19 20:00:15 +0000 2019,Researchers dispatched a drone into the Hawaiian skies to observe an extremely biodiverse area on a remote part of… https://t.co/3gJbRkhNuT
185,CNN,Fri Apr 19 19:50:08 +0000 2019,"A militia group near the US-Mexico border detained hundreds of people this week, New Mexico's attorney general says… https://t.co/oF79TGVOSU"
186,CNN,Fri Apr 19 19:40:07 +0000 2019,"After years of painstaking conservation, Neil Armstrong's Apollo 11 spacesuit will be shown this summer at the Smit… https://t.co/rETi2Pr3Dy"
187,CNN,Fri Apr 19 19:30:09 +0000 2019,"Hurricane Michael, which barreled into the Florida Panhandle in October, has been upgraded to a Category 5 storm, t… https://t.co/HzCdk636Cj"
188,CNN,Fri Apr 19 19:20:05 +0000 2019,"Southern California experiences an earthquake every three minutes, a new study finds https://t.co/GhurmyPTsy https://t.co/rCJZmdUzjy"
189,CNN,Fri Apr 19 19:10:04 +0000 2019,James Holzhauer is gaming the board and breaking records on 'Jeopardy!' https://t.co/t9dStjsrU6 https://t.co/hO1JCGPNme
190,CNN,Fri Apr 19 19:00:01 +0000 2019,"“Repeatedly, you see a President and a White House that's frankly just replete with dishonesty, and that’s what com… https://t.co/I3XcESTiou"
191,CNN,Fri Apr 19 18:50:00 +0000 2019,"Tiffany Faaee, Rugby United New York's assistant coach, is the first female coach in US men's professional rugby… https://t.co/fycDUWI5P7"
192,CNN,Fri Apr 19 18:40:07 +0000 2019,Mueller's report looks bad for Obama | @ScottJenningsKY for @CNNopinion https://t.co/sHnBNsdozB https://t.co/9XBz8M9C1x
193,CNN,Fri Apr 19 18:30:01 +0000 2019,Raffaele de Simone has one of the best jobs in the world: testing every Ferrari on the track and the hills around M… https://t.co/f96uV0mk0r
194,CNN,Fri Apr 19 18:20:00 +0000 2019,This tiny electric car is made for the city https://t.co/okIgxILm9A https://t.co/YmQIxWEiRz
195,CNN,Fri Apr 19 18:10:00 +0000 2019,"The iconic ""A Little White Wedding"" chapel in Las Vegas is now up for sale for $12 million https://t.co/J0UAaiG7sx https://t.co/Q2NnPKoAht"
196,CNN,Fri Apr 19 18:09:24 +0000 2019,"RT @CNNweather: Millions remain in the path of severe weather as powerful storms continue to march east, threatening some areas with tornad…"
197,CNN,Fri Apr 19 18:00:11 +0000 2019,Pot stocks are soaring and the cannabis industry is poised for 'tons of growth' https://t.co/XSdu6mvNtT https://t.co/g4RqJXAEuU
198,CNN,Fri Apr 19 17:50:03 +0000 2019,"Two 14-year-old girls in Florida have been arrested after a teacher discovered their plans to kill nine people, she… https://t.co/SlvdLwdnxK"
199,CNN,Fri Apr 19 17:40:08 +0000 2019,Here's the 1 thing the Mueller report proves beyond a shadow of a doubt | Analysis by @CillizzaCNN… https://t.co/QoVmE9ObVO
