,screen_name,created_at,text
136,b'FoxNews',b'Wed Nov 07 20:14:50 +0000 2018',b'READ: Attorney General Jeff Sessions\xe2\x80\x99 resignation letter https://t.co/tRPKlqjP2r'
137,b'FoxNews',b'Wed Nov 07 20:11:44 +0000 2018',b'Former #Trump administration officials: A list of notable departures https://t.co/aF7OE87iFA'
138,b'FoxNews',b'Wed Nov 07 20:03:27 +0000 2018',"b'.@ChrisStirewalt: ""Sessions was a fearless and relentless, in many ways, prosecutor of the president\'s agenda.""\xe2\x80\xa6 https://t.co/yomuyofWQs'"
139,b'FoxNews',b'Wed Nov 07 19:57:47 +0000 2018',"b'""At your request, I am submitting my resignation.""\n\nWATCH: Catherine Herridge reads Attorney General Jeff Sessions\'\xe2\x80\xa6 https://t.co/uwvNalAMwY'"
140,b'FoxNews',b'Wed Nov 07 19:51:41 +0000 2018',b'BREAKING NEWS: Attorney General Jeff Sessions resigns; Chief of Staff Matthew G. Whitaker becomes acting AG https://t.co/SfA26v0ock'
141,b'FoxNews',b'Wed Nov 07 19:50:35 +0000 2018',b'BREAKING NEWS: Attorney General Jeff Sessions resigns; Chief of Staff Matthew G. Whitaker becomes acting AG https://t.co/qs2Wgqf2WE'
142,b'FoxNews',b'Wed Nov 07 19:43:22 +0000 2018',"b""OPINION: Yes, Democrats have won the House but behind Pelosi's soaring rhetoric is THIS harsh political reality https://t.co/ZpofOYXQS5"""
143,b'FoxNews',b'Wed Nov 07 19:42:33 +0000 2018',b'.@SenSchumer holds a press conference to discuss the results of the 2018 midterm elections. https://t.co/bmoL8OCN8h'
144,b'FoxNews',b'Wed Nov 07 19:35:39 +0000 2018',b'At least 77 military veterans elected to Congress #Midterms2018 https://t.co/uNgXxswzmG'
145,b'FoxNews',b'Wed Nov 07 19:31:57 +0000 2018',b'NYPD salutes K-9 as she loses battle with cancer https://t.co/uG0w9Vaj0H'
146,b'FoxNews',b'Wed Nov 07 19:27:42 +0000 2018',"b'.@senatemajldr: ""I do think voting against Kavanaugh was a mistake."" @dailybriefing https://t.co/zGxqpx1nfa'"
147,b'FoxNews',b'Wed Nov 07 19:20:56 +0000 2018',"b'.@senatemajldr: ""Now [Democrats] have part of the responsibility for governing\xe2\x80\x94 let\'s get together and figure out h\xe2\x80\xa6 https://t.co/p4EbS4kMoZ'"
148,b'FoxNews',b'Wed Nov 07 19:15:50 +0000 2018',"b'.@senatemajldr: ""We have to work together. We need to improve the health care system in American because it\'s not w\xe2\x80\xa6 https://t.co/byy0WDf5FD'"
149,b'FoxNews',b'Wed Nov 07 19:09:37 +0000 2018',"b'.@MarshaBlackburn: ""Individuals want to see Washington, D.C. work in a way that is going to lead us to a government\xe2\x80\xa6 https://t.co/DVfRLSsLoP'"
150,b'FoxNews',b'Wed Nov 07 18:58:41 +0000 2018',b'.@NancyPelosi on how she can work together with @POTUS https://t.co/lDBMXgcCa5'
151,b'FoxNews',b'Wed Nov 07 18:52:36 +0000 2018',"b'.@NancyPelosi: ""We believe that we have a responsibility to seek common ground where we can. Where we cannot, we mu\xe2\x80\xa6 https://t.co/BnhcwOG3QA'"
152,b'FoxNews',b'Wed Nov 07 18:47:21 +0000 2018',"b'.@NancyPelosi: ""Yesterday\'s election was not only a vote to protect America\'s health care, it was a vote to restore\xe2\x80\xa6 https://t.co/UePnJqxT2C'"
153,b'FoxNews',b'Wed Nov 07 18:41:44 +0000 2018',"b'.@IvankaTrump shared a message on #Midterms2018, tweeting that ""the real winner was America.""\xe2\x80\xa6 https://t.co/EFQArxZG5f'"
154,b'FoxNews',b'Wed Nov 07 18:37:53 +0000 2018',"b'.@NancyPelosi: ""Women led the way to victory, with at least 30 new women coming to the Congress."" #Midterms2018\xe2\x80\xa6 https://t.co/GPZ1GQz6fY'"
155,b'FoxNews',b'Wed Nov 07 18:35:33 +0000 2018',"b'.@NancyPelosi: ""The biggest winner yesterday was the health care for American people, for our seniors and hard-work\xe2\x80\xa6 https://t.co/F8Px1fumbK'"
156,b'FoxNews',b'Wed Nov 07 18:30:24 +0000 2018',b'TODAY: @DanaPerino talks to @senatemajldr about #Midterms2018 and President @realDonaldTrump\xe2\x80\x99s post-Election Day pr\xe2\x80\xa6 https://t.co/vln1WJKnV2'
157,b'FoxNews',b'Wed Nov 07 18:27:14 +0000 2018',b'House Democratic Leader @NancyPelosi holds a news conference after the midterms.  https://t.co/JuTuSSbj8J'
158,b'FoxNews',b'Wed Nov 07 18:11:22 +0000 2018',b'JUST IN: Jon Tester projected to defeat Matt Rosendale in Montana Senate race https://t.co/CMbrSngFZc https://t.co/6UaJbCQoQd'
159,b'FoxNews',b'Wed Nov 07 17:22:36 +0000 2018',b'.@POTUS: \xe2\x80\x9cI would like to see bipartisanship. I\xe2\x80\x99d like to see unity\xe2\x80\xa6 I think we have a very good chance of seeing t\xe2\x80\xa6 https://t.co/LQVr5VDOUR'
160,b'FoxNews',b'Wed Nov 07 17:19:41 +0000 2018',"b'.@POTUS: \xe2\x80\x9cNow is the time for members of both parties to join together, put partisanship aside and keep the America\xe2\x80\xa6 https://t.co/VJmuFX7moj'"
161,b'FoxNews',b'Wed Nov 07 17:14:30 +0000 2018',b'.@POTUS: \xe2\x80\x9cHopefully we can all work together next year to continue delivering for the American people.\xe2\x80\x9d\xe2\x80\xa6 https://t.co/vTHRYnrT3X'
162,b'FoxNews',b'Wed Nov 07 17:08:47 +0000 2018',"b'.@POTUS: \xe2\x80\x9cBy expanding our Senate majority, the voters have also clearly rebuked the Senate Democrats for their han\xe2\x80\xa6 https://t.co/lAFzmjGOZQ'"
163,b'FoxNews',b'Wed Nov 07 17:02:03 +0000 2018',b'.@POTUS: \xe2\x80\x9cWe saw the candidates that I supported achieve tremendous success last night.\xe2\x80\x9d https://t.co/YEwZGue71Z https://t.co/JRD1t3JiFt'
164,b'FoxNews',b'Wed Nov 07 16:57:28 +0000 2018',b'.@POTUS holds a news conference following #Midterms2018 https://t.co/mmfuGw28DO'
165,b'FoxNews',b'Wed Nov 07 16:52:44 +0000 2018',"b'In a statement on #Midterms2018, former President @BarackObama congratulated \xe2\x80\x9ceverybody who showed up and participa\xe2\x80\xa6 https://t.co/ElTghkIQpo'"
166,b'FoxNews',b'Wed Nov 07 16:49:44 +0000 2018',b'.@wjmcgurn: \xe2\x80\x9cThe clear loser last night was Chuck Schumer.\xe2\x80\x9d https://t.co/M6d4uW3Rab'
167,b'FoxNews',b'Wed Nov 07 16:42:52 +0000 2018',b'Bryan Steil: \xe2\x80\x9cI\xe2\x80\x99m optimistic that we can keep delivering results in Washington under the leadership of President Tr\xe2\x80\xa6 https://t.co/u5N7xJ9Foj'
168,b'FoxNews',b'Wed Nov 07 16:35:24 +0000 2018',b'LIVE BLOG: @realDonaldTrump holds post-Election Day press conference https://t.co/YEwZGue71Z'
169,b'FoxNews',b'Wed Nov 07 16:26:41 +0000 2018',"b'.@ByronYork: All that talk about a blue wave, all the talk about the American people rising up as one to repudiate\xe2\x80\xa6 https://t.co/8aoGxPCpIj'"
170,b'FoxNews',b'Wed Nov 07 16:17:25 +0000 2018',"b'Abrams, Walker among key candidates in midterm races refusing to concede https://t.co/LlWFtz6ek4'"
171,b'FoxNews',b'Wed Nov 07 16:12:01 +0000 2018',"b""Man shamed for proposing at New York City Marathon as girlfriend runs by: 'He couldn't propose to her at the finish\xe2\x80\xa6 https://t.co/DZJeuuCxPg"""
172,b'FoxNews',b'Wed Nov 07 16:04:41 +0000 2018',b'Several former NFL players win midterm races https://t.co/fCM7L2gvMl'
173,b'FoxNews',b'Wed Nov 07 15:55:00 +0000 2018',b'.@seanspicer reacts to #Midterms2018 on @AmericaNewsroom https://t.co/L3nSZ1WwJD'
174,b'FoxNews',b'Wed Nov 07 15:51:08 +0000 2018',"b'.@senatemajldr: ""There are serious problems with ObamaCare, and I think we\'re going to have to obviously now try to\xe2\x80\xa6 https://t.co/iidBMQzJQl'"
175,b'FoxNews',b'Wed Nov 07 15:50:00 +0000 2018',"b""Harley-Davidson's electric LiveWire debuts in Italy https://t.co/7sUPFs5QgX"""
176,b'FoxNews',b'Wed Nov 07 15:45:00 +0000 2018',b'Pompeo\xe2\x80\x99s meeting with North Korean official delayed amid denuclearization deadlock https://t.co/IeBDczRSDC'
177,b'FoxNews',b'Wed Nov 07 15:43:30 +0000 2018',b'.@senatemajldr: \xe2\x80\x9cWe\xe2\x80\x99re certainly going to try to help the president achieve what he\xe2\x80\x99d like to do with regard to the\xe2\x80\xa6 https://t.co/ypzhlR3Kw2'
178,b'FoxNews',b'Wed Nov 07 15:39:05 +0000 2018',b'.@senatemajldr on speaking with @NancyPelosi: \xe2\x80\x9cWe discussed ways we might be able to find a way forward.\xe2\x80\x9d https://t.co/1R00x9gA1R'
179,b'FoxNews',b'Wed Nov 07 15:38:00 +0000 2018',"b""Former SEAL Mocked by 'SNL' Wins TX House Seat, Calls for More Vets in Congress https://t.co/T0PAho7Oq9 https://t.co/tnyBsy8yEV"""
180,b'FoxNews',b'Wed Nov 07 15:35:01 +0000 2018',b'.@senatemajldr: \xe2\x80\x9cIt is indeed a good morning for Senate Republicans.\xe2\x80\x9d https://t.co/NARYDkhqQw'
181,b'FoxNews',b'Wed Nov 07 15:33:48 +0000 2018',b'.@senatemajldr holds a news conference following #Midterms2018 https://t.co/fdej3Nq0lD'
182,b'FoxNews',b'Wed Nov 07 15:30:00 +0000 2018',b'Lawyers for migrant caravan members give them stark advice: \xe2\x80\x98It\xe2\x80\x99s going to be difficult\xe2\x80\x99 https://t.co/28LbFyxAu2'
183,b'FoxNews',b'Wed Nov 07 15:28:11 +0000 2018',b'SOON: @senatemajldr to hold post-election news conference https://t.co/DAyQRgVE9O'
184,b'FoxNews',b'Wed Nov 07 15:22:00 +0000 2018',b'.@RepJeffries reacts to #Midterms 2018 on @AmericaNewsroom https://t.co/zwqzSBgilk'
185,b'FoxNews',b'Wed Nov 07 15:15:00 +0000 2018',b'.@HotlineJosh: \xe2\x80\x9cI think the results show you can\xe2\x80\x99t have someone too far to the left. You have to find someone who c\xe2\x80\xa6 https://t.co/Vtja9Penrr'
186,b'FoxNews',b'Wed Nov 07 15:08:00 +0000 2018',"b""Trump backs Pelosi for House speaker after Dems' midterm takeover, relishing looming rivalry (via @RyanGaydos) https://t.co/HmOwyfTTtl"""
187,b'FoxNews',b'Wed Nov 07 14:45:00 +0000 2018',b'.@KellyannePolls reacts to the midterms on @foxandfriends https://t.co/vgsjTekOnB'
188,b'FoxNews',b'Wed Nov 07 14:42:52 +0000 2018',b'Stock markets open following midterms @AmericaNewsroom https://t.co/bFOw88J6mY'
189,b'FoxNews',b'Wed Nov 07 14:40:00 +0000 2018',b'Republicans win Missouri Senate race; @KristinFisher reports @AmericaNewsroom https://t.co/iSPHQoeCYR https://t.co/ALH7sVKcdN'
190,b'FoxNews',b'Wed Nov 07 14:30:00 +0000 2018',b'Midterm result is best-case scenario for investors (via @FoxBusiness) https://t.co/t7RD51Y4O4'
191,b'FoxNews',b'Wed Nov 07 14:25:00 +0000 2018',"b'.@MarshaBlackburn: \xe2\x80\x9cIf Nancy Pelosi really is interested in bipartisanship, my hope would be that she would work wi\xe2\x80\xa6 https://t.co/3tfrWdmapW'"
192,b'FoxNews',b'Wed Nov 07 14:15:01 +0000 2018',"b""Republican Ron DeSantis narrowly defeated Democrat Andrew Gillum in Florida's race for governor. Read more in today\xe2\x80\xa6 https://t.co/ES0n93uF39"""
193,b'FoxNews',b'Wed Nov 07 14:13:49 +0000 2018',"b""RT @FoxBusiness: 2018 midterm election: US enters 'longest business cycle' ever, analyst says https://t.co/0M5fucswbV"""
194,b'FoxNews',b'Wed Nov 07 14:13:34 +0000 2018',b'RT @FoxNewsResearch: #Midterms2018 \n- Female Firsts\n\xe2\x80\xa2100+ women in the House\n\xe2\x80\xa2TN: First female Senator (Blackburn)\n\xe2\x80\xa21st Muslim women electe\xe2\x80\xa6'
195,b'FoxNews',b'Wed Nov 07 14:05:00 +0000 2018',b'.@MarshaBlackburn: \xe2\x80\x9cWe were committed to our message.\xe2\x80\x9d @foxandfriends https://t.co/iSPHQowenr https://t.co/j0JKPUeiWr'
196,b'FoxNews',b'Wed Nov 07 14:00:02 +0000 2018',"b""Rare Ernest Hemingway letter documenting '500-pound Marlin' catch surfaces https://t.co/KOEnKCiFot"""
197,b'FoxNews',b'Wed Nov 07 13:50:00 +0000 2018',b'Oregon votes to keep sanctuary status @foxandfriends https://t.co/xwDzEu0qEP'
198,b'FoxNews',b'Wed Nov 07 13:43:50 +0000 2018',b'RT @FoxBusiness: Duncan Hines cake mixes recalled over Salmonella fears\nhttps://t.co/2GWFEWSd8s'
199,b'FoxNews',b'Wed Nov 07 13:42:06 +0000 2018',"b'RT @FoxBusiness: .@DanCrenshawTX: ""Immigration was still an enormous issue, especially border security so that\'ll be important for me."" htt\xe2\x80\xa6'"
